function	width	library	scale	nanos	min	max
atan2	230	decimal-scaled	17	12534	1850	106674
atan2	230	decimal-scaled	28	16227	2634	8770579
atan2	230	decimal-scaled	37	18842	2678	8028335
atan2	230	decimal-scaled	152	80534	38453	12091478
atan2	230	g_math	17	359795	57645	18465263
atan2	230	g_math	28	396385	51463	10356786
atan2	230	g_math	37	369336	56680	9505181
atan2	230	g_math	152	375718	56124	9486657
atan2	307	decimal-scaled	17	14858	2684	2032167
atan2	307	decimal-scaled	28	19509	3175	16084850
atan2	307	decimal-scaled	37	21332	3185	273541
atan2	307	decimal-scaled	152	108624	52088	12136579
atan2	307	g_math	17	873553	118619	13058328
atan2	307	g_math	28	887715	118959	9536715
atan2	307	g_math	37	878842	118098	16055784
atan2	307	g_math	152	889478	118007	12999005
atan2	462	decimal-scaled	17	14752	2504	2029927
atan2	462	decimal-scaled	28	19319	2874	9033835
atan2	462	decimal-scaled	37	20761	3075	2057718
atan2	462	decimal-scaled	152	106556	51538	12129106
atan2	462	g_math	17	891492	130206	13061031
atan2	462	g_math	28	870831	120261	16010710
atan2	462	g_math	37	901187	120512	7117058
atan2	462	g_math	152	894587	130476	9960409
atan2	616	decimal-scaled	17	15324	3046	8873913
atan2	616	decimal-scaled	28	19527	3486	12037182
atan2	616	decimal-scaled	37	21350	3707	325302
atan2	616	decimal-scaled	152	104311	52018	6128803
atan2	616	g_math	17	820533	114655	12960308
atan2	616	g_math	28	839188	115587	10014048
atan2	616	g_math	37	830882	115006	9384942
atan2	616	g_math	152	836042	113374	9015355
atan2	924	decimal-scaled	17	16559	3129	6025501
atan2	924	decimal-scaled	28	20964	4139	10931100
atan2	924	decimal-scaled	37	23001	3665	8034719
atan2	924	decimal-scaled	152	111878	54126	9123412
atan2	924	g_math	17	453543	67978	12626700
atan2	924	g_math	28	446217	66717	13609640
atan2	924	g_math	37	491612	72929	6622259
atan2	924	g_math	152	445192	68322	12607395
atan2	1232	decimal-scaled	17	14346	3755	6042352
atan2	1232	decimal-scaled	28	19159	4257	8045421
atan2	1232	decimal-scaled	37	20841	4226	12036101
atan2	1232	decimal-scaled	152	102866	53700	13126235
atan2	1232	g_math	17	885265	118875	10069206
atan2	1232	g_math	28	881559	118855	9982371
atan2	1232	g_math	37	889971	117974	13037375
atan2	1232	g_math	152	894458	118905	12047104
atanh	18	decimal-scaled	17	4722	1282	17246
atanh	18	g_math	17	209397	58068	372623
atanh	38	decimal-scaled	17	4707	1302	23736
atanh	38	decimal-scaled	28	5718	1622	17637
atanh	38	decimal-scaled	37	6439	1612	93081
atanh	38	g_math	17	209927	57857	386614
atanh	38	g_math	28	209766	58138	372804
atanh	38	g_math	37	209697	58007	383039
atanh	57	decimal-scaled	17	38942	21121	57445
atanh	57	decimal-scaled	28	50954	27200	73308
atanh	57	decimal-scaled	37	57325	30045	83273
atanh	57	g_math	17	210049	58096	382122
atanh	57	g_math	28	209970	57875	391548
atanh	57	g_math	37	210100	57905	366350
atanh	76	decimal-scaled	17	36118	19426	48901
atanh	76	decimal-scaled	28	47935	25648	92152
atanh	76	decimal-scaled	37	54091	28423	80982
atanh	76	g_math	17	225281	58459	505215
atanh	76	g_math	28	223207	58068	408545
atanh	76	g_math	37	223017	58028	404237
atanh	115	decimal-scaled	17	63890	34134	5491620
atanh	115	decimal-scaled	28	112335	59851	6124020
atanh	115	decimal-scaled	37	135543	71293	12178188
atanh	115	g_math	17	443749	112510	6656793
atanh	115	g_math	28	437968	111799	7613060
atanh	115	g_math	37	425223	111467	12527855
atanh	153	decimal-scaled	17	61803	33481	5467700
atanh	153	decimal-scaled	28	112014	59129	12135874
atanh	153	decimal-scaled	37	134873	70596	15147385
atanh	153	decimal-scaled	152	427239	681	7461571
atanh	153	g_math	17	426902	112860	9716055
atanh	153	g_math	28	436756	112199	11462574
atanh	153	g_math	37	431409	109995	9698552
atanh	153	g_math	152	432801	112369	9680963
atanh	230	decimal-scaled	17	48924	24976	4836813
atanh	230	decimal-scaled	28	95656	52013	15101996
atanh	230	decimal-scaled	37	102125	54562	12119870
atanh	230	decimal-scaled	152	533112	863	8525826
atanh	230	g_math	17	225138	55291	10248882
atanh	230	g_math	28	229334	54148	12270561
atanh	230	g_math	37	221809	55930	9318271
atanh	230	g_math	152	222463	54449	9336208
atanh	307	decimal-scaled	17	61508	33420	3083899
atanh	307	decimal-scaled	28	111878	59800	12122530
atanh	307	decimal-scaled	37	135173	71037	13151083
atanh	307	decimal-scaled	152	778411	901	7804181
atanh	307	g_math	17	430708	112109	14615700
atanh	307	g_math	28	429727	112389	9706381
atanh	307	g_math	37	430919	109735	9703058
atanh	307	g_math	152	425630	111378	12715269
atanh	462	decimal-scaled	17	60937	44367	80321
atanh	462	decimal-scaled	28	113486	61342	12136960
atanh	462	decimal-scaled	37	137287	72449	12165358
atanh	462	decimal-scaled	152	778748	1112	9768472
atanh	462	g_math	17	435476	112529	9704746
atanh	462	g_math	28	428666	113400	12702890
atanh	462	g_math	37	428085	113421	12719806
atanh	462	g_math	152	434344	120031	11517883
atanh	616	decimal-scaled	17	61050	31259	6089052
atanh	616	decimal-scaled	28	109942	60654	12134486
atanh	616	decimal-scaled	37	132729	70663	12157271
atanh	616	decimal-scaled	152	723250	1292	12726688
atanh	616	g_math	17	432362	111861	16694410
atanh	616	g_math	28	431852	102703	9688906
atanh	616	g_math	37	447000	111439	9155998
atanh	616	g_math	152	440668	99547	14390100
atanh	924	decimal-scaled	17	64900	34025	6077719
atanh	924	decimal-scaled	28	117810	62451	12120819
atanh	924	decimal-scaled	37	141902	72969	13150134
atanh	924	decimal-scaled	152	770602	1556	8790751
atanh	924	g_math	17	273134	66960	6442290
atanh	924	g_math	28	267330	69557	9399815
atanh	924	g_math	37	269403	66634	6442644
atanh	924	g_math	152	266920	68154	12431279
atanh	1232	decimal-scaled	17	58701	30906	5083870
atanh	1232	decimal-scaled	28	107108	70744	15122185
atanh	1232	decimal-scaled	37	131083	72577	15155917
atanh	1232	decimal-scaled	152	756104	1912	14790663
atanh	1232	g_math	17	426018	110032	9511504
atanh	1232	g_math	28	430995	111945	13398018
atanh	1232	g_math	37	433218	110462	9481567
atanh	1232	g_math	152	433318	101810	10184331
cbrt	18	decimal-scaled	17	410	381	611
cbrt	18	fastnum	17	836148	81	59026805
cbrt	38	decimal-scaled	17	461	391	931
cbrt	38	decimal-scaled	28	560	501	882
cbrt	38	decimal-scaled	37	691	601	881
cbrt	38	fastnum	17	857400	80	56686356
cbrt	38	fastnum	28	858662	70	63187832
cbrt	38	fastnum	37	829033	80	52507608
cbrt	57	decimal-scaled	17	621	520	1002
cbrt	57	decimal-scaled	28	701	651	972
cbrt	57	decimal-scaled	37	1041	701	10866
cbrt	57	fastnum	17	838854	71	52877140
cbrt	57	fastnum	28	826680	80	52851684
cbrt	57	fastnum	37	822671	71	52702761
cbrt	76	decimal-scaled	17	782	631	12523
cbrt	76	decimal-scaled	28	832	771	1793
cbrt	76	decimal-scaled	37	1252	852	2265
cbrt	76	fastnum	17	781684	60	48305029
cbrt	76	fastnum	28	754153	60	49019370
cbrt	76	fastnum	37	747650	60	47537320
cbrt	115	decimal-scaled	17	1744	1022	378557
cbrt	115	decimal-scaled	28	2836	2455	2027143
cbrt	115	decimal-scaled	37	3617	3055	32661
cbrt	115	fastnum	17	1865628	120	183487744
cbrt	115	fastnum	28	2272566	80	225621088
cbrt	115	fastnum	37	1987416	101	181273118
cbrt	153	decimal-scaled	17	1803	1432	18087
cbrt	153	decimal-scaled	28	2714	2334	2034039
cbrt	153	decimal-scaled	37	3526	2414	47241
cbrt	153	decimal-scaled	152	11147	7772	11488
cbrt	153	fastnum	17	3211304	91	198038928
cbrt	153	fastnum	28	3967924	90	200400332
cbrt	153	fastnum	37	4026536	80	185526789
cbrt	153	fastnum	152	3699104	90	164463469
cbrt	230	decimal-scaled	17	1806	1049	11348
cbrt	230	decimal-scaled	28	2774	2232	2434939
cbrt	230	decimal-scaled	37	4188	3360	14071
cbrt	230	decimal-scaled	152	11066	7885	3023018
cbrt	230	fastnum	17	1873940	73	157459680
cbrt	230	fastnum	28	2978616	70	143587918
cbrt	230	fastnum	37	3025130	103	157211617
cbrt	230	fastnum	152	1871638	96	152392509
cbrt	307	decimal-scaled	17	1893	1462	5989
cbrt	307	decimal-scaled	28	2744	2394	30817
cbrt	307	decimal-scaled	37	3565	2915	8020685
cbrt	307	decimal-scaled	152	19279	13250	6037273
cbrt	307	fastnum	17	2909297	80	207084017
cbrt	307	fastnum	28	3453029	80	195611701
cbrt	307	fastnum	37	3814968	70	182618542
cbrt	307	fastnum	152	2533161	110	194451556
cbrt	462	decimal-scaled	17	2104	1221	3019346
cbrt	462	decimal-scaled	28	2965	2144	16585
cbrt	462	decimal-scaled	37	3786	3164	6365546
cbrt	462	decimal-scaled	152	26771	19910	9051681
cbrt	462	fastnum	17	3950058	90	200016572
cbrt	462	fastnum	28	1820793	80	197753439
cbrt	462	fastnum	37	3817258	80	209263150
cbrt	462	fastnum	152	3570267	90	197824960
cbrt	616	decimal-scaled	17	2274	1292	24956
cbrt	616	decimal-scaled	28	3086	2565	18585
cbrt	616	decimal-scaled	37	3867	3086	3020509
cbrt	616	decimal-scaled	152	26210	17032	9064429
cbrt	616	fastnum	17	3645225	90	181064479
cbrt	616	fastnum	28	2244555	100	180520963
cbrt	616	fastnum	37	2884752	70	180612424
cbrt	616	fastnum	152	3027606	80	188390646
cbrt	924	decimal-scaled	17	2854	1494	3014737
cbrt	924	decimal-scaled	28	3748	3261	9019804
cbrt	924	decimal-scaled	37	4712	3285	40055
cbrt	924	decimal-scaled	152	32414	19722	9075959
cbrt	924	fastnum	17	1896882	97	172823719
cbrt	924	fastnum	28	3714947	125	168688593
cbrt	924	fastnum	37	2183028	105	177973248
cbrt	924	fastnum	152	1602686	94	163484433
cbrt	1232	decimal-scaled	17	3174	2293	6019178
cbrt	1232	decimal-scaled	28	4006	3305	41180
cbrt	1232	decimal-scaled	37	4887	3836	9018956
cbrt	1232	decimal-scaled	152	26028	18667	9047919
cbrt	1232	fastnum	17	3867550	90	201102347
cbrt	1232	fastnum	28	3022182	130	202843238
cbrt	1232	fastnum	37	3959258	90	196057852
cbrt	1232	fastnum	152	2139472	200	188926624
cos	18	decimal-scaled	17	3576	1402	29585
cos	18	fastnum	17	1077708	175325	17160735
cos	18	g_math	17	211850	3846	471092
cos	18	rust_decimal	17	3355	420	15534
cos	38	decimal-scaled	17	3556	1452	28914
cos	38	decimal-scaled	28	4366	1663	35343
cos	38	decimal-scaled	37	4848	1883	16094
cos	38	fastnum	17	1087543	175756	17222610
cos	38	fastnum	28	1080762	175045	17355088
cos	38	fastnum	37	1080532	175305	17131722
cos	38	g_math	17	207178	3806	315577
cos	38	g_math	28	209636	3826	480276
cos	38	g_math	37	209376	3806	295947
cos	38	rust_decimal	17	3376	421	13440
cos	38	rust_decimal	28	3405	431	10246
cos	38	rust_decimal	37	3355	421	12849
cos	57	decimal-scaled	17	4662	1612	35883
cos	57	decimal-scaled	28	6149	2053	23104
cos	57	decimal-scaled	37	6920	2043	25387
cos	57	fastnum	17	1079932	177460	17145387
cos	57	fastnum	28	1078323	175149	17129658
cos	57	fastnum	37	1078303	175349	17139845
cos	57	g_math	17	208126	3796	286461
cos	57	g_math	28	207782	3856	274305
cos	57	g_math	37	206069	3845	273865
cos	57	rust_decimal	17	3420	400	11687
cos	57	rust_decimal	28	3395	421	14101
cos	57	rust_decimal	37	3360	400	9544
cos	76	decimal-scaled	17	4604	1563	34344
cos	76	decimal-scaled	28	5611	1804	21179
cos	76	decimal-scaled	37	6392	1874	23574
cos	76	fastnum	17	981027	159759	15565639
cos	76	fastnum	28	982650	159028	15636606
cos	76	fastnum	37	982620	168756	15588869
cos	76	g_math	17	219186	3637	290534
cos	76	g_math	28	220467	3627	283721
cos	76	g_math	37	218920	3607	279624
cos	76	rust_decimal	17	3216	350	14237
cos	76	rust_decimal	28	3226	371	13675
cos	76	rust_decimal	37	3266	380	20888
cos	115	decimal-scaled	17	8146	2945	76163
cos	115	decimal-scaled	28	10234	3377	3873238
cos	115	decimal-scaled	37	11351	3496	6839875
cos	115	fastnum	17	1364787	196808	55044855
cos	115	fastnum	28	1340573	256709	55062692
cos	115	fastnum	37	1313411	214511	39400924
cos	115	g_math	17	423911	6362	9512312
cos	115	g_math	28	423050	6232	7493797
cos	115	g_math	37	424156	6332	15213893
cos	115	rust_decimal	17	4388	441	2320661
cos	115	rust_decimal	28	4398	500	1037506
cos	115	rust_decimal	37	4374	481	394888
cos	153	decimal-scaled	17	7687	2784	719022
cos	153	decimal-scaled	28	9570	2744	35463
cos	153	decimal-scaled	37	11066	3225	7171924
cos	153	decimal-scaled	152	63225	7502	6098345
cos	153	fastnum	17	1488740	227833	60065383
cos	153	fastnum	28	1463691	216115	63058613
cos	153	fastnum	37	1474727	216775	63058526
cos	153	fastnum	152	1442444	215634	57152797
cos	153	g_math	17	416591	6400	13456555
cos	153	g_math	28	419611	6379	9526284
cos	153	g_math	37	413724	6370	12510518
cos	153	g_math	152	424454	6439	10331662
cos	153	rust_decimal	17	4637	501	2773420
cos	153	rust_decimal	28	4642	491	20540
cos	153	rust_decimal	37	4667	521	1801819
cos	153	rust_decimal	152	4657	471	44117
cos	230	decimal-scaled	17	6667	2254	1412619
cos	230	decimal-scaled	28	8184	2534	4183578
cos	230	decimal-scaled	37	9142	2647	7731481
cos	230	decimal-scaled	152	45005	6090	12060460
cos	230	fastnum	17	1066832	161242	45822100
cos	230	fastnum	28	1079847	163018	51711152
cos	230	fastnum	37	1164724	168993	44829364
cos	230	fastnum	152	1119114	162582	44760002
cos	230	g_math	17	223142	4749	15242409
cos	230	g_math	28	222799	4815	12213984
cos	230	g_math	37	227297	4794	12276179
cos	230	g_math	152	223060	4731	9271532
cos	230	rust_decimal	17	4076	453	289634
cos	230	rust_decimal	28	4026	430	13883
cos	230	rust_decimal	37	4174	461	524214
cos	230	rust_decimal	152	4016	456	1841738
cos	307	decimal-scaled	17	7191	2674	99149
cos	307	decimal-scaled	28	9770	3175	1948471
cos	307	decimal-scaled	37	11056	3335	35293
cos	307	decimal-scaled	152	52093	7071	15370944
cos	307	fastnum	17	1456381	216325	63090296
cos	307	fastnum	28	1471123	216386	61095472
cos	307	fastnum	37	1527047	216226	61531896
cos	307	fastnum	152	1488710	227302	62160124
cos	307	g_math	17	417958	6170	6537441
cos	307	g_math	28	419776	6220	12484430
cos	307	g_math	37	415470	6210	12499835
cos	307	g_math	152	415626	6249	9518620
cos	307	rust_decimal	17	4627	471	1246945
cos	307	rust_decimal	28	4642	471	34983
cos	307	rust_decimal	37	4647	471	2488784
cos	307	rust_decimal	152	4637	450	2141432
cos	462	decimal-scaled	17	5008	2163	19649
cos	462	decimal-scaled	28	6800	2553	8025798
cos	462	decimal-scaled	37	8252	2654	23285
cos	462	decimal-scaled	152	52740	6920	12057588
cos	462	fastnum	17	1447540	218189	59069204
cos	462	fastnum	28	1443814	218149	56096808
cos	462	fastnum	37	2457181	215384	63037744
cos	462	fastnum	152	1497565	228774	56110466
cos	462	g_math	17	421344	6299	6533209
cos	462	g_math	28	422170	6309	8495744
cos	462	g_math	37	421584	6250	9485183
cos	462	g_math	152	420900	6280	12516898
cos	462	rust_decimal	17	4647	531	45348
cos	462	rust_decimal	28	4647	501	2004138
cos	462	rust_decimal	37	4667	551	2158671
cos	462	rust_decimal	152	4652	541	2593055
cos	616	decimal-scaled	17	7894	2885	116168
cos	616	decimal-scaled	28	9648	3366	10029999
cos	616	decimal-scaled	37	10870	3136	38012
cos	616	decimal-scaled	152	57838	7995	12110309
cos	616	fastnum	17	1326955	211618	55128193
cos	616	fastnum	28	1340530	197110	58022251
cos	616	fastnum	37	1318037	196209	46072727
cos	616	fastnum	152	1332915	196369	55106240
cos	616	g_math	17	422875	5941	9515121
cos	616	g_math	28	422069	5941	12506824
cos	616	g_math	37	421267	5991	15323225
cos	616	g_math	152	421552	6091	9512142
cos	616	rust_decimal	17	4453	452	2525248
cos	616	rust_decimal	28	4404	470	26981
cos	616	rust_decimal	37	4428	460	2028865
cos	616	rust_decimal	152	4483	470	39364
cos	924	decimal-scaled	17	8488	3218	5026572
cos	924	decimal-scaled	28	10388	3586	20019355
cos	924	decimal-scaled	37	11769	3642	33434
cos	924	decimal-scaled	152	63531	7926	12079460
cos	924	fastnum	17	1280386	188138	43257870
cos	924	fastnum	28	1258817	188142	46180193
cos	924	fastnum	37	1253446	188268	54206693
cos	924	fastnum	152	1295109	188377	54241296
cos	924	g_math	17	268581	6174	9334855
cos	924	g_math	28	267415	6092	9323263
cos	924	g_math	37	267688	6217	9328221
cos	924	g_math	152	265411	6143	11273989
cos	924	rust_decimal	17	4936	524	24787
cos	924	rust_decimal	28	4924	521	21583
cos	924	rust_decimal	37	4908	532	25171
cos	924	rust_decimal	152	4900	539	3419012
cos	1232	decimal-scaled	17	7776	3135	3021912
cos	1232	decimal-scaled	28	9984	2804	32498
cos	1232	decimal-scaled	37	11016	3675	27631
cos	1232	decimal-scaled	152	58116	8042	14045651
cos	1232	fastnum	17	1553789	215898	63112826
cos	1232	fastnum	28	1496855	229938	51076655
cos	1232	fastnum	37	1488232	215388	65457015
cos	1232	fastnum	152	1482094	216048	66109164
cos	1232	g_math	17	424044	6249	8821959
cos	1232	g_math	28	420159	6260	12534335
cos	1232	g_math	37	417700	6250	9532682
cos	1232	g_math	152	422317	6280	8495554
cos	1232	rust_decimal	17	4642	471	511453
cos	1232	rust_decimal	28	4637	491	2023741
cos	1232	rust_decimal	37	4652	501	2023831
cos	1232	rust_decimal	152	4647	510	2780365
cosh	18	decimal-scaled	17	4357	2854	36435
cosh	18	g_math	17	302387	461	455979
cosh	38	decimal-scaled	17	4356	2845	38999
cosh	38	decimal-scaled	28	5062	3335	43256
cosh	38	decimal-scaled	37	5588	3625	15603
cosh	38	g_math	17	302056	460	500516
cosh	38	g_math	28	302117	461	413895
cosh	38	g_math	37	301926	451	694590
cosh	57	decimal-scaled	17	8182	4948	48732
cosh	57	decimal-scaled	28	9524	5998	55090
cosh	57	decimal-scaled	37	11126	6249	48962
cosh	57	g_math	17	302300	441	418045
cosh	57	g_math	28	301696	450	416726
cosh	57	g_math	37	301976	450	453250
cosh	76	decimal-scaled	17	7864	4659	59661
cosh	76	decimal-scaled	28	9006	5761	50835
cosh	76	decimal-scaled	37	10700	6001	55504
cosh	76	g_math	17	290338	430	421508
cosh	76	g_math	28	290143	440	424895
cosh	76	g_math	37	290478	431	460241
cosh	115	decimal-scaled	17	28308	15088	292957
cosh	115	decimal-scaled	28	29976	13955	3177851
cosh	115	decimal-scaled	37	33122	17483	12046693
cosh	115	g_math	17	574938	480	12610654
cosh	115	g_math	28	573816	461	15557569
cosh	115	g_math	37	574817	471	17599699
cosh	153	decimal-scaled	17	24066	7992	3131334
cosh	153	decimal-scaled	28	16945	10166	12086991
cosh	153	decimal-scaled	37	19644	10666	12061475
cosh	153	decimal-scaled	152	76906	42604	9113020
cosh	153	g_math	17	596372	460	9625157
cosh	153	g_math	28	594920	491	14589345
cosh	153	g_math	37	594432	461	14597903
cosh	153	g_math	152	594150	451	12824998
cosh	230	decimal-scaled	17	22965	5986	3259217
cosh	230	decimal-scaled	28	13376	8261	11334260
cosh	230	decimal-scaled	37	15262	7724	12024423
cosh	230	decimal-scaled	152	64032	30799	12430219
cosh	230	g_math	17	262408	438	9286432
cosh	230	g_math	28	262468	440	15272386
cosh	230	g_math	37	267261	382	9357827
cosh	230	g_math	152	261490	436	13291777
cosh	307	decimal-scaled	17	48163	8052	6319306
cosh	307	decimal-scaled	28	18108	10876	16183272
cosh	307	decimal-scaled	37	20626	11257	16162372
cosh	307	decimal-scaled	152	143586	18968	15882243
cosh	307	g_math	17	594839	450	12630325
cosh	307	g_math	28	592792	451	12629999
cosh	307	g_math	37	594550	471	9747494
cosh	307	g_math	152	593092	481	12677652
cosh	462	decimal-scaled	17	48078	8462	9028344
cosh	462	decimal-scaled	28	18869	10596	26127299
cosh	462	decimal-scaled	37	20821	7852	8917006
cosh	462	decimal-scaled	152	90075	43135	17884043
cosh	462	g_math	17	596909	471	8626772
cosh	462	g_math	28	596698	481	15605391
cosh	462	g_math	37	596709	470	15624168
cosh	462	g_math	152	597024	460	11580118
cosh	616	decimal-scaled	17	80998	9017	27120933
cosh	616	decimal-scaled	28	29245	11161	30017008
cosh	616	decimal-scaled	37	20518	11752	55799655
cosh	616	decimal-scaled	152	85816	39034	25828601
cosh	616	g_math	17	575136	490	9592075
cosh	616	g_math	28	572396	471	9600770
cosh	616	g_math	37	573518	471	9609545
cosh	616	g_math	152	572306	481	12617029
cosh	924	decimal-scaled	17	127343	9431	32142460
cosh	924	decimal-scaled	28	26794	11594	40162006
cosh	924	decimal-scaled	37	21508	11985	42681151
cosh	924	decimal-scaled	152	92436	42305	48581629
cosh	924	g_math	17	339714	507	6380477
cosh	924	g_math	28	339088	472	6368361
cosh	924	g_math	37	337335	488	15367690
cosh	924	g_math	152	337717	442	11360433
cosh	1232	decimal-scaled	17	157883	9705	36543546
cosh	1232	decimal-scaled	28	25738	11126	38742929
cosh	1232	decimal-scaled	37	22628	12208	107943456
cosh	1232	decimal-scaled	152	94710	32748	141097027
cosh	1232	g_math	17	594852	461	12527619
cosh	1232	g_math	28	594360	481	9679209
cosh	1232	g_math	37	593675	451	12632739
cosh	1232	g_math	152	593334	451	13646169
div	18	decimal-rs	17	220	160	330
div	18	decimal-scaled	17	70	50	90
div	18	fastnum	17	1176	170	1892
div	18	g_math	17	2859	781	3806
div	18	rust_decimal	17	80	60	210
div	38	decimal-rs	17	220	190	311
div	38	decimal-rs	28	220	190	300
div	38	decimal-rs	37	220	171	331
div	38	decimal-scaled	17	80	60	100
div	38	decimal-scaled	28	130	110	160
div	38	decimal-scaled	37	120	110	180
div	38	fastnum	17	1182	180	1813
div	38	fastnum	28	1167	170	1593
div	38	fastnum	37	1172	180	1772
div	38	g_math	17	2880	801	3926
div	38	g_math	28	2894	781	3876
div	38	g_math	37	2864	821	3775
div	38	rust_decimal	17	80	51	200
div	38	rust_decimal	28	80	60	201
div	38	rust_decimal	37	80	50	180
div	57	decimal-rs	17	211	180	450
div	57	decimal-rs	28	211	171	290
div	57	decimal-rs	37	211	170	330
div	57	decimal-scaled	17	120	90	190
div	57	decimal-scaled	28	141	120	220
div	57	decimal-scaled	37	160	120	200
div	57	fastnum	17	1172	180	1943
div	57	fastnum	28	1167	160	1613
div	57	fastnum	37	1172	160	1693
div	57	g_math	17	2824	821	3796
div	57	g_math	28	2835	811	3836
div	57	g_math	37	2804	781	3825
div	57	rust_decimal	17	80	60	221
div	57	rust_decimal	28	80	60	181
div	57	rust_decimal	37	80	60	170
div	76	decimal-rs	17	190	150	291
div	76	decimal-rs	28	191	160	290
div	76	decimal-rs	37	190	161	301
div	76	decimal-scaled	17	125	100	190
div	76	decimal-scaled	28	121	100	230
div	76	decimal-scaled	37	140	110	210
div	76	fastnum	17	1082	170	1502
div	76	fastnum	28	1087	160	1493
div	76	fastnum	37	1082	160	1543
div	76	g_math	17	2675	732	3758
div	76	g_math	28	2680	792	3817
div	76	g_math	37	2675	771	3797
div	76	rust_decimal	17	70	49	140
div	76	rust_decimal	28	71	50	151
div	76	rust_decimal	37	70	50	150
div	115	decimal-rs	17	270	160	901
div	115	decimal-rs	28	280	171	751
div	115	decimal-rs	37	261	170	832
div	115	decimal-scaled	17	250	140	340
div	115	decimal-scaled	28	271	220	431
div	115	decimal-scaled	37	281	230	391
div	115	fastnum	17	1523	191	2204
div	115	fastnum	28	1478	191	2174
div	115	fastnum	37	1367	181	2235
div	115	g_math	17	3972	1272	28202
div	115	g_math	28	3998	1152	6853
div	115	g_math	37	4038	1182	9297
div	115	rust_decimal	17	115	70	290
div	115	rust_decimal	28	110	70	421
div	115	rust_decimal	37	110	70	270
div	153	decimal-rs	17	281	190	651
div	153	decimal-rs	28	301	180	732
div	153	decimal-rs	37	271	180	691
div	153	decimal-rs	152	291	191	641
div	153	decimal-scaled	17	265	210	341
div	153	decimal-scaled	28	281	210	500
div	153	decimal-scaled	37	290	180	501
div	153	decimal-scaled	152	631	550	851
div	153	fastnum	17	1422	190	2354
div	153	fastnum	28	1457	210	4547
div	153	fastnum	37	1448	210	2384
div	153	fastnum	152	1417	210	4547
div	153	g_math	17	4062	1182	7201
div	153	g_math	28	4036	1122	7001
div	153	g_math	37	4011	1291	7241
div	153	g_math	152	4046	1102	8192
div	153	rust_decimal	17	110	60	341
div	153	rust_decimal	28	115	80	260
div	153	rust_decimal	37	120	70	391
div	153	rust_decimal	152	120	70	380
div	230	decimal-rs	17	226	149	697
div	230	decimal-rs	28	232	171	669
div	230	decimal-rs	37	236	175	548
div	230	decimal-rs	152	249	175	787
div	230	decimal-scaled	17	310	174	544
div	230	decimal-scaled	28	334	218	498
div	230	decimal-scaled	37	343	244	118440
div	230	decimal-scaled	152	749	616	1274
div	230	fastnum	17	1216	170	2178
div	230	fastnum	28	1210	167	1936
div	230	fastnum	37	1204	172	2081
div	230	fastnum	152	1208	185	2080
div	230	g_math	17	2839	881	3726
div	230	g_math	28	3436	1067	5143
div	230	g_math	37	2722	914	5020
div	230	g_math	152	2798	741	5162
div	230	rust_decimal	17	107	62	328
div	230	rust_decimal	28	104	73	454
div	230	rust_decimal	37	130	67	827
div	230	rust_decimal	152	136	82	425
div	307	decimal-rs	17	290	181	681
div	307	decimal-rs	28	280	180	711
div	307	decimal-rs	37	280	161	691
div	307	decimal-rs	152	270	170	741
div	307	decimal-scaled	17	440	270	721
div	307	decimal-scaled	28	461	330	801
div	307	decimal-scaled	37	471	350	841
div	307	decimal-scaled	152	791	661	1192
div	307	fastnum	17	1467	211	2534
div	307	fastnum	28	1412	190	2404
div	307	fastnum	37	1452	220	17676
div	307	fastnum	152	1457	220	2604
div	307	g_math	17	4236	1122	7281
div	307	g_math	28	4096	1161	8072
div	307	g_math	37	4136	1241	10315
div	307	g_math	152	4091	1242	10165
div	307	rust_decimal	17	120	81	400
div	307	rust_decimal	28	106	70	401
div	307	rust_decimal	37	115	60	290
div	307	rust_decimal	152	110	71	310
div	462	decimal-rs	17	271	180	721
div	462	decimal-rs	28	281	170	661
div	462	decimal-rs	37	271	180	661
div	462	decimal-rs	152	290	190	721
div	462	decimal-scaled	17	601	401	1513
div	462	decimal-scaled	28	671	411	1462
div	462	decimal-scaled	37	671	431	1362
div	462	decimal-scaled	152	1067	791	1592
div	462	fastnum	17	1437	211	4277
div	462	fastnum	28	1457	190	2343
div	462	fastnum	37	1447	191	17316
div	462	fastnum	152	1468	190	2484
div	462	g_math	17	4216	1222	25398
div	462	g_math	28	4001	1152	7592
div	462	g_math	37	4142	1161	11447
div	462	g_math	152	4152	1242	10035
div	462	rust_decimal	17	125	70	271
div	462	rust_decimal	28	120	90	310
div	462	rust_decimal	37	120	70	261
div	462	rust_decimal	152	116	70	351
div	616	decimal-rs	17	291	160	711
div	616	decimal-rs	28	281	181	792
div	616	decimal-rs	37	290	171	962
div	616	decimal-rs	152	280	160	741
div	616	decimal-scaled	17	832	631	2285
div	616	decimal-scaled	28	876	631	2245
div	616	decimal-scaled	37	852	601	2224
div	616	decimal-scaled	152	1382	931	2344
div	616	fastnum	17	1398	180	4759
div	616	fastnum	28	1408	180	2695
div	616	fastnum	37	1462	210	2635
div	616	fastnum	152	1378	181	2605
div	616	g_math	17	3432	801	6042
div	616	g_math	28	3942	1173	6943
div	616	g_math	37	4203	1252	27141
div	616	g_math	152	4008	1163	9618
div	616	rust_decimal	17	120	70	461
div	616	rust_decimal	28	110	70	521
div	616	rust_decimal	37	110	70	321
div	616	rust_decimal	152	110	70	320
div	924	decimal-rs	17	270	203	819
