function	width	version	nanos	min	max
exp	57	decimal-scaled@0.4.4	26540	13365	64641
exp	57	decimal-scaled@0.5.0	4639	802	29055
exp	616	decimal-scaled	11751	2574	6129291
exp	616	decimal-scaled@0.4.4	83202	43493	12084573
exp	616	decimal-scaled@0.5.0	11590	3011	9021933
exp	76	decimal-scaled	5879	741	30897
exp	76	decimal-scaled@0.3.3	21923	12900	40200
exp	76	decimal-scaled@0.4.4	17677	8232	32018
exp	76	decimal-scaled@0.5.0	5468	691	36715
exp	924	decimal-scaled	14392	6525	9289747
exp	924	decimal-scaled@0.4.4	143530	64348	15110229
exp	924	decimal-scaled@0.5.0	13360	6474	6338270
exp2	115	decimal-scaled	44827	1072	6071279
exp2	115	decimal-scaled@0.4.4	901670	1673	20212810
exp2	115	decimal-scaled@0.5.0	43564	1322	12059688
exp2	1232	decimal-scaled	1076545	6111	9588761
exp2	1232	decimal-scaled@0.4.4	5570659	7765	776188984
exp2	1232	decimal-scaled@0.5.0	1103666	5420	15614722
exp2	153	decimal-scaled	25464	591	6052789
exp2	153	decimal-scaled@0.3.3	32790	12599	8056916
exp2	153	decimal-scaled@0.4.4	428376	951	11465201
exp2	153	decimal-scaled@0.5.0	24622	641	12307772
exp2	18	decimal-scaled	73	38	19144
exp2	18	decimal-scaled@0.4.4	3396	72	13213
exp2	18	decimal-scaled@0.5.0	68	37	20058
exp2	230	decimal-scaled	56866	1282	7642422
exp2	230	decimal-scaled@0.3.3	72519	27070	9091622
exp2	230	decimal-scaled@0.4.4	984110	1873	73279021
exp2	230	decimal-scaled@0.5.0	56354	1212	9108879
exp2	307	decimal-scaled	103623	2514	7140777
exp2	307	decimal-scaled@0.3.3	108532	38061	10122914
exp2	307	decimal-scaled@0.4.4	4217189	3026	157698729
exp2	307	decimal-scaled@0.5.0	99586	2716	6228427
exp2	38	decimal-scaled	3203	47	34459
exp2	38	decimal-scaled@0.3.3	77670	6354	105624
exp2	38	decimal-scaled@0.4.4	5198	56	19559
exp2	38	decimal-scaled@0.5.0	5031	47	29628
exp2	462	decimal-scaled	100237	2695	6237189
exp2	462	decimal-scaled@0.4.4	2004399	3526	171526360
exp2	462	decimal-scaled@0.5.0	98172	2765	9148487
exp2	57	decimal-scaled	12593	390	48100
exp2	57	decimal-scaled@0.4.4	253064	892	831129
exp2	57	decimal-scaled@0.5.0	12252	531	38292
exp2	616	decimal-scaled	193090	2148	8328156
exp2	616	decimal-scaled@0.4.4	4506058	3804	614130184
exp2	616	decimal-scaled@0.5.0	225475	2316	9280729
exp2	76	decimal-scaled	12449	321	35894
exp2	76	decimal-scaled@0.3.3	22434	8323	37727
exp2	76	decimal-scaled@0.4.4	243728	561	911816
exp2	76	decimal-scaled@0.5.0	11994	370	33180
exp2	924	decimal-scaled	243761	3599	11294566
exp2	924	decimal-scaled@0.4.4	5013343	6448	602302902
exp2	924	decimal-scaled@0.5.0	281565	3589	11227834
expm1	115	decimal-scaled	38197	1562	428072
expm1	1232	decimal-scaled	304737	8245	7985637
expm1	153	decimal-scaled	21182	781	57387
expm1	18	decimal-scaled	8157	663	23430
expm1	230	decimal-scaled	45077	1533	648977
expm1	307	decimal-scaled	84107	3447	4886065
expm1	38	decimal-scaled	8851	556	29561
expm1	462	decimal-scaled	78747	3246	2296672
expm1	57	decimal-scaled	12103	550	29355
expm1	616	decimal-scaled	90613	3336	4086703
expm1	76	decimal-scaled	12154	431	27882
expm1	924	decimal-scaled	134500	4882	9475609
hypot	115	decimal-scaled	250	170	1832
hypot	115	decimal-scaled@0.4.4	3195	251	18708
hypot	115	decimal-scaled@0.5.0	250	100	2383
hypot	1232	decimal-scaled	1192	270	50875
hypot	1232	decimal-scaled@0.4.4	16731	371	3031599
hypot	1232	decimal-scaled@0.5.0	1483	310	48871
hypot	153	decimal-scaled	470	70	1612
hypot	153	decimal-scaled@0.3.3	3921	230	4376
hypot	153	decimal-scaled@0.4.4	2258	60	28784
hypot	153	decimal-scaled@0.5.0	611	60	1823
hypot	18	decimal-scaled	67	62	148
hypot	18	decimal-scaled@0.4.4	112	58	209
hypot	18	decimal-scaled@0.5.0	68	62	142
hypot	230	decimal-scaled	220	140	3355
hypot	230	decimal-scaled@0.3.3	6430	210	7481
hypot	230	decimal-scaled@0.4.4	3945	221	22374
hypot	230	decimal-scaled@0.5.0	241	150	4036
hypot	307	decimal-scaled	391	201	6612
hypot	307	decimal-scaled@0.3.3	10344	201	31799
hypot	307	decimal-scaled@0.4.4	6542	261	31238
hypot	307	decimal-scaled@0.5.0	321	230	8446
hypot	38	decimal-scaled	123	66	167
hypot	38	decimal-scaled@0.3.3	3354	49	3432
hypot	38	decimal-scaled@0.4.4	3351	42	3461
hypot	38	decimal-scaled@0.5.0	125	75	242
hypot	462	decimal-scaled	861	240	10730
hypot	462	decimal-scaled@0.4.4	8165	370	11982
hypot	462	decimal-scaled@0.5.0	1292	231	1553577
hypot	57	decimal-scaled	180	60	811
hypot	57	decimal-scaled@0.4.4	2194	51	2324
hypot	57	decimal-scaled@0.5.0	161	50	1292
hypot	616	decimal-scaled	742	204	307861
hypot	616	decimal-scaled@0.4.4	6122	236	13125
hypot	616	decimal-scaled@0.5.0	906	225	17414
hypot	76	decimal-scaled	381	30	631
hypot	76	decimal-scaled@0.3.3	2800	151	3455
hypot	76	decimal-scaled@0.4.4	1862	50	2133
hypot	76	decimal-scaled@0.5.0	550	40	911
hypot	924	decimal-scaled	1045	286	31837
hypot	924	decimal-scaled@0.4.4	10099	369	12021127
hypot	924	decimal-scaled@0.5.0	1116	260	34079
ln	115	decimal-scaled	4006	962	3055238
ln	115	decimal-scaled@0.4.4	43014	10756	6065442
ln	115	decimal-scaled@0.5.0	3660	951	2020372
ln	1232	decimal-scaled	18154	4698	9038221
ln	1232	decimal-scaled@0.4.4	184113	48370	9206826
ln	1232	decimal-scaled@0.5.0	17653	4559	9040923
ln	153	decimal-scaled	2624	440	3012794
ln	153	decimal-scaled@0.3.3	42334	14702	9059013
ln	153	decimal-scaled@0.4.4	25999	6540	9043879
ln	153	decimal-scaled@0.5.0	2514	451	3014106
ln	18	decimal-scaled	2598	31	20427
ln	18	decimal-scaled@0.4.4	4212	29	14522
ln	18	decimal-scaled@0.5.0	3888	31	21950
ln	230	decimal-scaled	3335	712	16014
ln	230	decimal-scaled@0.3.3	80996	30896	6107451
ln	230	decimal-scaled@0.4.4	48152	11618	9069409
ln	230	decimal-scaled@0.5.0	3245	792	8018315
ln	307	decimal-scaled	5460	1102	6028213
ln	307	decimal-scaled@0.3.3	127327	47719	3239807
ln	307	decimal-scaled@0.4.4	81316	19286	11107459
ln	307	decimal-scaled@0.5.0	5110	1313	10024280
ln	38	decimal-scaled	4215	30	35557
ln	38	decimal-scaled@0.3.3	91654	28	151857
ln	38	decimal-scaled@0.4.4	5974	28	16671
ln	38	decimal-scaled@0.5.0	5968	33	42852
ln	462	decimal-scaled	10109	4028	6033960
ln	462	decimal-scaled@0.4.4	73878	17543	9087485
ln	462	decimal-scaled@0.5.0	9769	4228	9031389
ln	57	decimal-scaled	2355	541	18876
ln	57	decimal-scaled@0.4.4	23865	5620	66173
ln	57	decimal-scaled@0.5.0	2174	511	40485
ln	616	decimal-scaled	6943	1571	6017149
ln	616	decimal-scaled@0.4.4	67684	19520	9088418
ln	616	decimal-scaled@0.5.0	6620	1556	6015399
ln	76	decimal-scaled	2433	401	18498
ln	76	decimal-scaled@0.3.3	28824	10255	41132
ln	76	decimal-scaled@0.4.4	17747	4677	38158
ln	76	decimal-scaled@0.5.0	2343	440	17627
ln	924	decimal-scaled	10651	2336	6025118
ln	924	decimal-scaled@0.4.4	115682	31209	8117939
ln	924	decimal-scaled@0.5.0	10224	2232	9019609
log	115	decimal-scaled	23765	3616	9041864
log	115	decimal-scaled@0.4.4	170852	23975	9182031
log	115	decimal-scaled@0.5.0	42934	3825	11062075
log	1232	decimal-scaled	159256	24997	9192004
log	1232	decimal-scaled@0.4.4	747664	105076	8758949
log	1232	decimal-scaled@0.5.0	289089	24846	15306207
log	153	decimal-scaled	13590	1593	5656361
log	153	decimal-scaled@0.3.3	81383	57847	11094108
log	153	decimal-scaled@0.4.4	102630	13881	16120096
log	153	decimal-scaled@0.5.0	25319	2063	7033237
log	18	decimal-scaled	5507	682	42143
log	18	decimal-scaled@0.4.4	9438	644	21021
log	18	decimal-scaled@0.5.0	9497	582	45686
log	230	decimal-scaled	25829	3946	9039004
log	230	decimal-scaled@0.3.3	159739	63385	9192044
log	230	decimal-scaled@0.4.4	201082	24467	11232009
log	230	decimal-scaled@0.5.0	45939	3906	9060746
log	307	decimal-scaled	49733	7163	6152365
log	307	decimal-scaled@0.3.3	251178	97652	9295652
log	307	decimal-scaled@0.4.4	321118	40886	9376123
log	307	decimal-scaled@0.5.0	89517	8015	9113894
log	38	decimal-scaled	8728	714	66654
log	38	decimal-scaled@0.3.3	185810	2717	316986
log	38	decimal-scaled@0.4.4	14260	644	22420
log	38	decimal-scaled@0.5.0	14165	577	73178
log	462	decimal-scaled	48541	7354	15071932
log	462	decimal-scaled@0.4.4	306471	37019	9374191
log	462	decimal-scaled@0.5.0	86942	8426	9115245
log	57	decimal-scaled	8436	1033	28834
log	57	decimal-scaled@0.4.4	93330	11502	147797
log	57	decimal-scaled@0.5.0	15269	1022	41027
log	616	decimal-scaled	53670	8569	12065889
log	616	decimal-scaled@0.4.4	276735	40732	9358690
log	616	decimal-scaled@0.5.0	93933	11557	13100842
log	76	decimal-scaled	7752	892	25098
log	76	decimal-scaled@0.3.3	55554	40251	88694
log	76	decimal-scaled@0.4.4	69786	9554	94673
log	76	decimal-scaled@0.5.0	13871	941	31358
log	924	decimal-scaled	93587	13688	9110248
log	924	decimal-scaled@0.4.4	463504	69577	9448714
log	924	decimal-scaled@0.5.0	168663	14696	9190045
log10	115	decimal-scaled	13700	2564	3035950
log10	115	decimal-scaled@0.4.4	88701	12899	8117049
log10	115	decimal-scaled@0.5.0	23325	2684	10038414
log10	1232	decimal-scaled	92092	17472	19131962
log10	1232	decimal-scaled@0.4.4	392321	63970	17236416
log10	1232	decimal-scaled@0.5.0	158735	19897	17505783
log10	153	decimal-scaled	7972	1342	3019354
log10	153	decimal-scaled@0.3.3	42814	15764	15054054
log10	153	decimal-scaled@0.4.4	54042	7532	9074045
log10	153	decimal-scaled@0.5.0	13541	1402	10032841
log10	18	decimal-scaled	2765	388	13098
log10	18	decimal-scaled@0.4.4	5800	430	12631
log10	18	decimal-scaled@0.5.0	5845	312	13152
log10	230	decimal-scaled	14983	3005	9029739
log10	230	decimal-scaled@0.3.3	84907	37687	9106594
log10	230	decimal-scaled@0.4.4	103841	14492	12127467
log10	230	decimal-scaled@0.5.0	25258	2814	9038283
log10	307	decimal-scaled	28824	5590	6056426
log10	307	decimal-scaled@0.3.3	135322	58890	9165801
log10	307	decimal-scaled@0.4.4	170158	38742	11216706
log10	307	decimal-scaled@0.5.0	48892	5921	9108754
log10	38	decimal-scaled	4690	370	36754
log10	38	decimal-scaled@0.3.3	92524	2000	159895
log10	38	decimal-scaled@0.4.4	8489	408	23557
log10	38	decimal-scaled@0.5.0	8354	353	55741
log10	462	decimal-scaled	28313	5611	6321607
log10	462	decimal-scaled@0.4.4	162002	19446	11197822
log10	462	decimal-scaled@0.5.0	47729	5860	11073146
log10	57	decimal-scaled	4759	851	18014
log10	57	decimal-scaled@0.4.4	49016	6382	91601
log10	57	decimal-scaled@0.5.0	8185	832	21400
log10	616	decimal-scaled	31256	6660	6042245
log10	616	decimal-scaled@0.4.4	148350	21977	8172675
log10	616	decimal-scaled@0.5.0	52252	6429	9067884
log10	76	decimal-scaled	4386	771	26590
log10	76	decimal-scaled@0.3.3	29604	10696	42955
log10	76	decimal-scaled@0.4.4	35934	5157	52509
log10	76	decimal-scaled@0.5.0	7401	721	16925
log10	924	decimal-scaled	55012	10091	8464628
log10	924	decimal-scaled@0.4.4	248631	35699	9318207
log10	924	decimal-scaled@0.5.0	93306	12200	11112472
log1p	115	decimal-scaled	9574	3435	198804
log1p	1232	decimal-scaled	58730	17643	7081142
log1p	153	decimal-scaled	5313	1873	58658
log1p	18	decimal-scaled	4058	1462	22448
log1p	230	decimal-scaled	10862	3946	117997
log1p	307	decimal-scaled	19176	7674	1996951
log1p	38	decimal-scaled	3460	1596	33017
log1p	462	decimal-scaled	20263	7624	1335960
log1p	57	decimal-scaled	2740	1172	26039
log1p	616	decimal-scaled	19534	7072	216235
log1p	76	decimal-scaled	2649	1021	26860
log1p	924	decimal-scaled	31653	10218	3049834
log2	115	decimal-scaled	13981	2684	5036122
log2	115	decimal-scaled@0.4.4	92276	12939	6124338
log2	115	decimal-scaled@0.5.0	23935	2875	6081876
log2	1232	decimal-scaled	92673	18514	9140328
log2	1232	decimal-scaled@0.4.4	405636	64029	13892065
log2	1232	decimal-scaled@0.5.0	161140	19266	12169692
log2	153	decimal-scaled	8182	1382	5019360
log2	153	decimal-scaled@0.3.3	45028	15774	9058943
log2	153	decimal-scaled@0.4.4	55734	7671	9073314
log2	153	decimal-scaled@0.5.0	13846	1442	10024699
log2	18	decimal-scaled	2926	421	16666
log2	18	decimal-scaled@0.4.4	6197	443	7984
log2	18	decimal-scaled@0.5.0	5873	377	18289
log2	230	decimal-scaled	15068	3015	6041275
log2	230	decimal-scaled@0.3.3	86329	23836	10091660
log2	230	decimal-scaled@0.4.4	108252	12950	9128457
log2	230	decimal-scaled@0.5.0	25508	2814	9040987
log2	307	decimal-scaled	29280	5570	6057589
log2	307	decimal-scaled@0.3.3	133849	52859	9168415
log2	307	decimal-scaled@0.4.4	173158	24526	9217056
log2	307	decimal-scaled@0.5.0	49613	5900	11072434
log2	38	decimal-scaled	5064	400	41985
log2	38	decimal-scaled@0.3.3	100642	1988	241741
log2	38	decimal-scaled@0.4.4	8823	421	24730
log2	38	decimal-scaled@0.5.0	8712	403	40193
log2	462	decimal-scaled	28614	5500	6379474
log2	462	decimal-scaled@0.4.4	164227	19927	9199134
log2	462	decimal-scaled@0.5.0	48350	6031	9080722
log2	57	decimal-scaled	4890	952	26529
log2	57	decimal-scaled@0.4.4	50816	6362	90019
log2	57	decimal-scaled@0.5.0	8436	841	27922
log2	616	decimal-scaled	31752	6361	6671710
log2	616	decimal-scaled@0.4.4	151108	25905	9173882
log2	616	decimal-scaled@0.5.0	52776	6560	9221404
log2	76	decimal-scaled	4487	742	14472
log2	76	decimal-scaled@0.3.3	29645	10846	61282
log2	76	decimal-scaled@0.4.4	37251	5058	58979
log2	76	decimal-scaled@0.5.0	7631	751	32579
log2	924	decimal-scaled	54930	10380	11043137
log2	924	decimal-scaled@0.4.4	252386	39411	6314350
log2	924	decimal-scaled@0.5.0	94083	12387	9146569
mul	115	decimal-scaled	151	130	311
mul	115	decimal-scaled@0.4.4	180	140	300
mul	115	decimal-scaled@0.5.0	150	120	281
mul	1232	decimal-scaled	1312	511	5370
mul	1232	decimal-scaled@0.4.4	1158	661	3797
mul	1232	decimal-scaled@0.5.0	1398	621	5620
mul	153	decimal-scaled	100	70	190
mul	153	decimal-scaled@0.4.4	120	100	270
mul	153	decimal-scaled@0.5.0	100	70	180
mul	18	decimal-scaled	40	32	78
mul	18	decimal-scaled@0.3.3	35	34	72
mul	18	decimal-scaled@0.4.4	40	35	67
mul	18	decimal-scaled@0.5.0	47	38	80
mul	230	decimal-scaled	190	130	380
mul	230	decimal-scaled@0.3.3	420	350	801
mul	230	decimal-scaled@0.4.4	200	150	371
mul	230	decimal-scaled@0.5.0	200	140	411
mul	307	decimal-scaled	400	220	952
mul	307	decimal-scaled@0.3.3	666	471	1062
mul	307	decimal-scaled@0.4.4	326	250	641
mul	307	decimal-scaled@0.5.0	291	140	752
mul	38	decimal-scaled	51	48	78
mul	38	decimal-scaled@0.3.3	48	45	77
mul	38	decimal-scaled@0.4.4	50	48	119
mul	38	decimal-scaled@0.5.0	52	48	110
mul	462	decimal-scaled	531	291	1122
mul	462	decimal-scaled@0.4.4	526	340	1152
mul	462	decimal-scaled@0.5.0	516	291	1312
mul	57	decimal-scaled	80	70	130
mul	57	decimal-scaled@0.4.4	130	90	210
mul	57	decimal-scaled@0.5.0	80	70	120
mul	616	decimal-scaled	512	249	1222
mul	616	decimal-scaled@0.4.4	530	264	1225
mul	616	decimal-scaled@0.5.0	496	258	1276
mul	76	decimal-scaled	76	60	101
mul	76	decimal-scaled@0.4.4	111	80	230
mul	76	decimal-scaled@0.5.0	80	60	240
mul	924	decimal-scaled	834	372	2415
mul	924	decimal-scaled@0.4.4	876	487	2453
mul	924	decimal-scaled@0.5.0	949	388	2512
powf	115	decimal-scaled	43650	330	6152110
powf	115	decimal-scaled@0.4.4	136576	471	12148379
powf	115	decimal-scaled@0.5.0	41651	451	9094902
powf	1232	decimal-scaled	498258	2074	8801147
powf	1232	decimal-scaled@0.4.4	600129	4498	9613083
powf	1232	decimal-scaled@0.5.0	487158	1663	10443818
powf	153	decimal-scaled	25308	190	8086896
powf	153	decimal-scaled@0.3.3	73355	24187	7086566
powf	153	decimal-scaled@0.4.4	79320	391	10091960
powf	153	decimal-scaled@0.5.0	25218	260	9037049
powf	18	decimal-scaled	116	37	6989
powf	18	decimal-scaled@0.4.4	101	36	17400
powf	18	decimal-scaled@0.5.0	124	38	15419
powf	230	decimal-scaled	49925	380	6084240
powf	230	decimal-scaled@0.3.3	150115	55183	8246969
powf	230	decimal-scaled@0.4.4	158498	821	9193805
powf	230	decimal-scaled@0.5.0	47661	470	9062829
powf	307	decimal-scaled	94596	641	12111918
powf	307	decimal-scaled@0.3.3	231301	80750	6276266
powf	307	decimal-scaled@0.4.4	261918	1462	12266280
powf	307	decimal-scaled@0.5.0	90840	852	12136326
powf	38	decimal-scaled	6998	52	66036
powf	38	decimal-scaled@0.3.3	172032	3152	268901
powf	38	decimal-scaled@0.4.4	10728	41	22685
powf	38	decimal-scaled@0.5.0	10640	43	71742
powf	462	decimal-scaled	97322	852	7119084
powf	462	decimal-scaled@0.4.4	248063	1753	10235719
powf	462	decimal-scaled@0.5.0	93775	1062	9164197
powf	57	decimal-scaled	14768	140	39234
powf	57	decimal-scaled@0.4.4	74414	231	134743
powf	57	decimal-scaled@0.5.0	14447	310	47580
powf	616	decimal-scaled	129571	734	7185623
powf	616	decimal-scaled@0.4.4	224392	1518	9269419
powf	616	decimal-scaled@0.5.0	122759	842	9186143
powf	76	decimal-scaled	13350	130	54002
powf	76	decimal-scaled@0.3.3	49570	17226	68283
powf	76	decimal-scaled@0.4.4	53621	210	75695
powf	76	decimal-scaled@0.5.0	12724	190	34062
powf	924	decimal-scaled	248054	1122	7333992
powf	924	decimal-scaled@0.4.4	380887	2973	10422329
powf	924	decimal-scaled@0.5.0	246352	1196	9436405
rem	115	decimal-scaled	150	70	220
rem	115	decimal-scaled@0.4.4	290	240	381
rem	115	decimal-scaled@0.5.0	150	70	211
rem	1232	decimal-scaled	616	320	1172
rem	1232	decimal-scaled@0.4.4	711	531	13966
rem	1232	decimal-scaled@0.5.0	621	330	1262
rem	153	decimal-scaled	110	60	180
rem	153	decimal-scaled@0.4.4	161	110	280
rem	153	decimal-scaled@0.5.0	116	60	180
rem	18	decimal-scaled	42	33	55
rem	18	decimal-scaled@0.3.3	34	32	57
rem	18	decimal-scaled@0.4.4	32	31	34
rem	18	decimal-scaled@0.5.0	47	31	59
rem	230	decimal-scaled	160	70	300
rem	230	decimal-scaled@0.3.3	250	190	451
rem	230	decimal-scaled@0.4.4	256	201	561
rem	230	decimal-scaled@0.5.0	175	90	280
rem	307	decimal-scaled	286	120	431
rem	307	decimal-scaled@0.3.3	431	360	512
rem	307	decimal-scaled@0.4.4	430	321	592
rem	307	decimal-scaled@0.5.0	246	130	451
rem	38	decimal-scaled	41	40	93
rem	38	decimal-scaled@0.3.3	43	39	77
rem	38	decimal-scaled@0.4.4	42	39	61
rem	38	decimal-scaled@0.5.0	44	41	105
rem	462	decimal-scaled	341	140	572
rem	462	decimal-scaled@0.4.4	471	391	652
rem	462	decimal-scaled@0.5.0	340	180	591
rem	57	decimal-scaled	60	40	121
rem	57	decimal-scaled@0.4.4	220	200	241
rem	57	decimal-scaled@0.5.0	51	40	110
rem	616	decimal-scaled	327	157	622
rem	616	decimal-scaled@0.4.4	396	276	707
rem	616	decimal-scaled@0.5.0	336	138	689
rem	76	decimal-scaled	80	50	111
rem	76	decimal-scaled@0.4.4	150	80	180
rem	76	decimal-scaled@0.5.0	86	50	111
rem	924	decimal-scaled	488	191	957
rem	924	decimal-scaled@0.4.4	531	419	1102
rem	924	decimal-scaled@0.5.0	506	237	949
sin	115	decimal-scaled	9694	2804	6025392
sin	115	decimal-scaled@0.4.4	38607	6649	6100774
sin	115	decimal-scaled@0.5.0	8943	2394	3032115
sin	1232	decimal-scaled	11191	4158	3031447
sin	1232	decimal-scaled@0.4.4	165789	30988	9207767
sin	1232	decimal-scaled@0.5.0	10589	3486	9030133
sin	153	decimal-scaled	5718	1552	4453166
sin	153	decimal-scaled@0.3.3	31843	8212	9053985
sin	153	decimal-scaled@0.4.4	22734	3656	12051155
sin	153	decimal-scaled@0.5.0	5418	1302	1165898
sin	18	decimal-scaled	2122	35	14938
sin	18	decimal-scaled@0.4.4	3497	31	10545
sin	18	decimal-scaled@0.5.0	3348	33	15476
sin	230	decimal-scaled	7691	2284	2699812
sin	230	decimal-scaled@0.3.3	64346	20660	6087926
sin	230	decimal-scaled@0.4.4	44356	7270	9070383
sin	230	decimal-scaled@0.5.0	7301	1913	8564744
sin	307	decimal-scaled	10400	3056	6050416
sin	307	decimal-scaled@0.3.3	102561	32862	9133311
sin	307	decimal-scaled@0.4.4	72184	12493	11083601
sin	307	decimal-scaled@0.5.0	9468	2735	6031559
sin	38	decimal-scaled	2858	852	34129
sin	38	decimal-scaled@0.3.3	56665	6917	84896
sin	38	decimal-scaled@0.4.4	4785	2937	11468
sin	38	decimal-scaled@0.5.0	4611	2732	28853
sin	462	decimal-scaled	7564	2845	40345
sin	462	decimal-scaled@0.4.4	69420	11632	12105932
sin	462	decimal-scaled@0.5.0	6923	2454	5029398
sin	57	decimal-scaled	5871	1653	32170
sin	57	decimal-scaled@0.4.4	21360	3316	46708
sin	57	decimal-scaled@0.5.0	5400	1452	20749
sin	616	decimal-scaled	7893	2348	56344
sin	616	decimal-scaled@0.4.4	61317	12850	9058038
sin	616	decimal-scaled@0.5.0	7449	2035	1957572
sin	76	decimal-scaled	5428	1442	20961
sin	76	decimal-scaled@0.3.3	21122	5167	31137
sin	76	decimal-scaled@0.4.4	14672	2194	26860
sin	76	decimal-scaled@0.5.0	5108	1272	15073
sin	924	decimal-scaled	9250	2600	9018829
sin	924	decimal-scaled@0.4.4	105079	21762	6141473
sin	924	decimal-scaled@0.5.0	8705	2467	9021189
sinh	115	decimal-scaled	29324	160	9153998
sinh	115	decimal-scaled@0.4.4	844115	250	15860177
sinh	115	decimal-scaled@0.5.0	27771	130	9164034
sinh	1232	decimal-scaled	19586	1373	108640506
sinh	1232	decimal-scaled@0.4.4	5915062	1773	741129253
sinh	1232	decimal-scaled@0.5.0	19476	982	110668511
sinh	153	decimal-scaled	9905	90	6228884
sinh	153	decimal-scaled@0.3.3	63726	37025	11498238
sinh	153	decimal-scaled@0.4.4	457490	260	15509641
sinh	153	decimal-scaled@0.5.0	9505	60	9377873
sinh	18	decimal-scaled	2576	35	3649
sinh	18	decimal-scaled@0.4.4	5751	40	14892
sinh	18	decimal-scaled@0.5.0	5191	36	6571
sinh	230	decimal-scaled	12940	220	6894403
sinh	230	decimal-scaled@0.3.3	134882	82493	12147169
sinh	230	decimal-scaled@0.4.4	1051862	411	46486009
sinh	230	decimal-scaled@0.5.0	12704	120	9633724
sinh	307	decimal-scaled	17333	370	7821776
sinh	307	decimal-scaled@0.3.3	200674	121026	6233857
sinh	307	decimal-scaled@0.4.4	4390382	661	88861466
sinh	307	decimal-scaled@0.5.0	17082	251	7423925
sinh	38	decimal-scaled	3272	51	33047
sinh	38	decimal-scaled@0.3.3	151016	29	350877
sinh	38	decimal-scaled@0.4.4	7155	35	18408
sinh	38	decimal-scaled@0.5.0	7033	36	37237
sinh	462	decimal-scaled	17042	521	9408322
sinh	462	decimal-scaled@0.4.4	1762658	851	89997363
sinh	462	decimal-scaled@0.5.0	17182	341	9474225
sinh	57	decimal-scaled	8857	69	44784
sinh	57	decimal-scaled@0.4.4	254868	170	647885
sinh	57	decimal-scaled@0.5.0	8636	50	37771
sinh	616	decimal-scaled	13543	459	18649277
sinh	616	decimal-scaled@0.4.4	4677827	733	388740582
sinh	616	decimal-scaled@0.5.0	13459	367	25033739
sinh	76	decimal-scaled	8513	80	31658
sinh	76	decimal-scaled@0.3.3	41713	24276	63686
sinh	76	decimal-scaled@0.4.4	255580	170	477100
sinh	76	decimal-scaled@0.5.0	8272	50	40692
sinh	924	decimal-scaled	15659	772	34258954
sinh	924	decimal-scaled@0.4.4	5021720	1330	590744546
sinh	924	decimal-scaled@0.5.0	15702	521	34290167
sqrt	115	decimal-scaled	1192	170	16975
sqrt	115	decimal-scaled@0.4.4	2343	151	71065
sqrt	115	decimal-scaled@0.5.0	1352	190	50885
sqrt	1232	decimal-scaled	1082	350	6034965
sqrt	1232	decimal-scaled@0.4.4	11131	211	6026959
sqrt	1232	decimal-scaled@0.5.0	2014	420	37660
sqrt	153	decimal-scaled	871	251	1339891
sqrt	153	decimal-scaled@0.3.3	2644	161	15163
sqrt	153	decimal-scaled@0.4.4	1763	130	21252
sqrt	153	decimal-scaled@0.5.0	942	140	1034200
sqrt	18	decimal-scaled	74	56	170
sqrt	18	decimal-scaled@0.4.4	69	57	93
sqrt	18	decimal-scaled@0.5.0	70	58	115
sqrt	230	decimal-scaled	521	131	1502
sqrt	230	decimal-scaled@0.3.3	4597	200	3015718
sqrt	230	decimal-scaled@0.4.4	2714	241	3019120
sqrt	230	decimal-scaled@0.5.0	1342	160	5859
sqrt	307	decimal-scaled	751	220	23424
sqrt	307	decimal-scaled@0.3.3	7985	351	6027312
sqrt	307	decimal-scaled@0.4.4	4639	190	9033564
sqrt	307	decimal-scaled@0.5.0	1774	261	19756
sqrt	38	decimal-scaled	266	70	9737
sqrt	38	decimal-scaled@0.3.3	2791	116	8408
sqrt	38	decimal-scaled@0.4.4	2810	66	13487
sqrt	38	decimal-scaled@0.5.0	879	75	1992
sqrt	462	decimal-scaled	811	411	6022387
sqrt	462	decimal-scaled@0.4.4	5541	251	29946
sqrt	462	decimal-scaled@0.5.0	1793	361	25458
sqrt	57	decimal-scaled	520	160	12493
sqrt	57	decimal-scaled@0.4.4	1493	120	17442
sqrt	57	decimal-scaled@0.5.0	761	91	17012
sqrt	616	decimal-scaled	660	243	9056
sqrt	616	decimal-scaled@0.4.4	3886	305	9011860
sqrt	616	decimal-scaled@0.5.0	1475	273	9197
sqrt	76	decimal-scaled	490	130	9224
sqrt	76	decimal-scaled@0.3.3	2114	120	11758
sqrt	76	decimal-scaled@0.4.4	1382	210	9284
sqrt	76	decimal-scaled@0.5.0	581	150	3826
sqrt	924	decimal-scaled	847	275	3009882
sqrt	924	decimal-scaled@0.4.4	6229	196	3018955
sqrt	924	decimal-scaled@0.5.0	1521	234	12011362
sub	115	decimal-scaled	60	50	130
sub	115	decimal-scaled@0.4.4	60	50	170
sub	115	decimal-scaled@0.5.0	60	50	120
sub	1232	decimal-scaled	211	140	390
sub	1232	decimal-scaled@0.4.4	331	270	501
sub	1232	decimal-scaled@0.5.0	220	181	301
sub	153	decimal-scaled	40	30	51
sub	153	decimal-scaled@0.3.3	40	40	60
sub	153	decimal-scaled@0.4.4	40	40	110
sub	153	decimal-scaled@0.5.0	40	30	80
sub	18	decimal-scaled	34	28	71
sub	18	decimal-scaled@0.3.3	30	28	54
