function	width	scale	mode	passed	failed	na
asinh	18	9	ZeroFiveUp	410	0	4742
asinh	230	0	AwayFromZero	1249	0	3903
asinh	230	0	Ceiling	1249	0	3903
asinh	230	0	Floor	1249	0	3903
asinh	230	0	HalfAwayFromZero	1249	0	3903
asinh	230	0	HalfToEven	1249	0	3903
asinh	230	0	HalfTowardZero	1249	0	3903
asinh	230	0	Trunc	1249	0	3903
asinh	230	0	ZeroFiveUp	1249	0	3903
asinh	230	115	AwayFromZero	4366	0	786
asinh	230	115	Ceiling	4366	0	786
asinh	230	115	Floor	4366	0	786
asinh	230	115	HalfAwayFromZero	4366	0	786
asinh	230	115	HalfToEven	4366	0	786
asinh	230	115	HalfTowardZero	4366	0	786
asinh	230	115	Trunc	4366	0	786
asinh	230	115	ZeroFiveUp	4366	0	786
asinh	230	172	AwayFromZero	4047	0	1105
asinh	230	172	Ceiling	4047	0	1105
asinh	230	172	Floor	4047	0	1105
asinh	230	172	HalfAwayFromZero	4047	0	1105
asinh	230	172	HalfToEven	4047	0	1105
asinh	230	172	HalfTowardZero	4047	0	1105
asinh	230	172	Trunc	4047	0	1105
asinh	230	172	ZeroFiveUp	4047	0	1105
asinh	230	229	AwayFromZero	2835	0	2317
asinh	230	229	Ceiling	2835	0	2317
asinh	230	229	Floor	2835	0	2317
asinh	230	229	HalfAwayFromZero	2835	0	2317
asinh	230	229	HalfToEven	2835	0	2317
asinh	230	229	HalfTowardZero	2835	0	2317
asinh	230	229	Trunc	2835	0	2317
asinh	230	229	ZeroFiveUp	2835	0	2317
asinh	230	30	AwayFromZero	4322	0	830
asinh	230	30	Ceiling	4322	0	830
asinh	230	30	Floor	4322	0	830
asinh	230	30	HalfAwayFromZero	4322	0	830
asinh	230	30	HalfToEven	4322	0	830
asinh	230	30	HalfTowardZero	4322	0	830
asinh	230	30	Trunc	4322	0	830
asinh	230	30	ZeroFiveUp	4322	0	830
asinh	230	57	AwayFromZero	4502	0	650
asinh	230	57	Ceiling	4502	0	650
asinh	230	57	Floor	4502	0	650
asinh	230	57	HalfAwayFromZero	4502	0	650
asinh	230	57	HalfToEven	4502	0	650
asinh	230	57	HalfTowardZero	4502	0	650
asinh	230	57	Trunc	4502	0	650
asinh	230	57	ZeroFiveUp	4502	0	650
asinh	307	0	AwayFromZero	1355	0	3797
asinh	307	0	Ceiling	1355	0	3797
asinh	307	0	Floor	1355	0	3797
asinh	307	0	HalfAwayFromZero	1355	0	3797
asinh	307	0	HalfToEven	1355	0	3797
asinh	307	0	HalfTowardZero	1355	0	3797
asinh	307	0	Trunc	1355	0	3797
asinh	307	0	ZeroFiveUp	1355	0	3797
asinh	307	120	AwayFromZero	4516	0	636
asinh	307	120	Ceiling	4516	0	636
asinh	307	120	Floor	4516	0	636
asinh	307	120	HalfAwayFromZero	4516	0	636
asinh	307	120	HalfToEven	4516	0	636
asinh	307	120	HalfTowardZero	4516	0	636
asinh	307	120	Trunc	4516	0	636
asinh	307	120	ZeroFiveUp	4516	0	636
asinh	307	153	AwayFromZero	4484	0	668
asinh	307	153	Ceiling	4484	0	668
asinh	307	153	Floor	4484	0	668
asinh	307	153	HalfAwayFromZero	4484	0	668
asinh	307	153	HalfToEven	4484	0	668
asinh	307	153	HalfTowardZero	4484	0	668
asinh	307	153	Trunc	4484	0	668
asinh	307	153	ZeroFiveUp	4484	0	668
asinh	307	230	AwayFromZero	4182	0	970
asinh	307	230	Ceiling	4182	0	970
asinh	307	230	Floor	4182	0	970
asinh	307	230	HalfAwayFromZero	4182	0	970
asinh	307	230	HalfToEven	4182	0	970
asinh	307	230	HalfTowardZero	4182	0	970
asinh	307	230	Trunc	4182	0	970
asinh	307	230	ZeroFiveUp	4182	0	970
asinh	307	290	AwayFromZero	3422	0	1730
asinh	307	290	Ceiling	3422	0	1730
asinh	307	290	Floor	3422	0	1730
asinh	307	290	HalfAwayFromZero	3422	0	1730
asinh	307	290	HalfToEven	3422	0	1730
asinh	307	290	HalfTowardZero	3422	0	1730
asinh	307	290	Trunc	3422	0	1730
asinh	307	290	ZeroFiveUp	3422	0	1730
asinh	307	30	AwayFromZero	4462	0	690
asinh	307	30	Ceiling	4462	0	690
asinh	307	30	Floor	4462	0	690
asinh	307	30	HalfAwayFromZero	4462	0	690
asinh	307	30	HalfToEven	4462	0	690
asinh	307	30	HalfTowardZero	4462	0	690
asinh	307	30	Trunc	4462	0	690
asinh	307	30	ZeroFiveUp	4462	0	690
asinh	307	306	AwayFromZero	2841	0	2311
asinh	307	306	Ceiling	2841	0	2311
asinh	307	306	Floor	2841	0	2311
asinh	307	306	HalfAwayFromZero	2841	0	2311
asinh	307	306	HalfToEven	2841	0	2311
asinh	307	306	HalfTowardZero	2841	0	2311
asinh	307	306	Trunc	2841	0	2311
asinh	307	306	ZeroFiveUp	2841	0	2311
asinh	307	50	AwayFromZero	4638	0	514
asinh	307	50	Ceiling	4638	0	514
asinh	307	50	Floor	4638	0	514
asinh	307	50	HalfAwayFromZero	4638	0	514
asinh	307	50	HalfToEven	4638	0	514
asinh	307	50	HalfTowardZero	4638	0	514
asinh	307	50	Trunc	4638	0	514
asinh	307	50	ZeroFiveUp	4638	0	514
asinh	307	70	AwayFromZero	4643	0	509
asinh	307	70	Ceiling	4643	0	509
asinh	307	70	Floor	4643	0	509
asinh	307	70	HalfAwayFromZero	4643	0	509
asinh	307	70	HalfToEven	4643	0	509
asinh	307	70	HalfTowardZero	4643	0	509
asinh	307	70	Trunc	4643	0	509
asinh	307	70	ZeroFiveUp	4643	0	509
asinh	307	76	AwayFromZero	4647	0	505
asinh	307	76	Ceiling	4647	0	505
asinh	307	76	Floor	4647	0	505
asinh	307	76	HalfAwayFromZero	4647	0	505
asinh	307	76	HalfToEven	4647	0	505
asinh	307	76	HalfTowardZero	4647	0	505
asinh	307	76	Trunc	4647	0	505
asinh	307	76	ZeroFiveUp	4647	0	505
asinh	38	0	AwayFromZero	366	0	4786
asinh	38	0	Ceiling	366	0	4786
asinh	38	0	Floor	366	0	4786
asinh	38	0	HalfAwayFromZero	366	0	4786
asinh	38	0	HalfToEven	366	0	4786
asinh	38	0	HalfTowardZero	366	0	4786
asinh	38	0	Trunc	366	0	4786
asinh	38	0	ZeroFiveUp	366	0	4786
asinh	38	10	AwayFromZero	777	0	4375
asinh	38	10	Ceiling	777	0	4375
asinh	38	10	Floor	777	0	4375
asinh	38	10	HalfAwayFromZero	777	0	4375
asinh	38	10	HalfToEven	777	0	4375
asinh	38	10	HalfTowardZero	777	0	4375
asinh	38	10	Trunc	777	0	4375
asinh	38	10	ZeroFiveUp	777	0	4375
asinh	38	12	AwayFromZero	736	0	4416
asinh	38	12	Ceiling	736	0	4416
asinh	38	12	Floor	736	0	4416
asinh	38	12	HalfAwayFromZero	736	0	4416
asinh	38	12	HalfToEven	736	0	4416
asinh	38	12	HalfTowardZero	736	0	4416
asinh	38	12	Trunc	736	0	4416
asinh	38	12	ZeroFiveUp	736	0	4416
asinh	38	17	AwayFromZero	1157	0	3995
asinh	38	17	Ceiling	1157	0	3995
asinh	38	17	Floor	1157	0	3995
asinh	38	17	HalfAwayFromZero	1157	0	3995
asinh	38	17	HalfToEven	1157	0	3995
asinh	38	17	HalfTowardZero	1157	0	3995
asinh	38	17	Trunc	1157	0	3995
asinh	38	17	ZeroFiveUp	1157	0	3995
asinh	38	18	AwayFromZero	1175	0	3977
asinh	38	18	Ceiling	1175	0	3977
asinh	38	18	Floor	1175	0	3977
asinh	38	18	HalfAwayFromZero	1175	0	3977
asinh	38	18	HalfToEven	1175	0	3977
asinh	38	18	HalfTowardZero	1175	0	3977
asinh	38	18	Trunc	1175	0	3977
asinh	38	18	ZeroFiveUp	1175	0	3977
asinh	38	19	AwayFromZero	1325	0	3827
asinh	38	19	Ceiling	1325	0	3827
asinh	38	19	Floor	1325	0	3827
asinh	38	19	HalfAwayFromZero	1325	0	3827
asinh	38	19	HalfToEven	1325	0	3827
asinh	38	19	HalfTowardZero	1325	0	3827
asinh	38	19	Trunc	1325	0	3827
asinh	38	19	ZeroFiveUp	1325	0	3827
asinh	38	2	AwayFromZero	357	0	4795
asinh	38	2	Ceiling	357	0	4795
asinh	38	2	Floor	357	0	4795
asinh	38	2	HalfAwayFromZero	357	0	4795
asinh	38	2	HalfToEven	357	0	4795
asinh	38	2	HalfTowardZero	357	0	4795
asinh	38	2	Trunc	357	0	4795
asinh	38	2	ZeroFiveUp	357	0	4795
asinh	38	28	AwayFromZero	2441	0	2711
asinh	38	28	Ceiling	2441	0	2711
asinh	38	28	Floor	2441	0	2711
asinh	38	28	HalfAwayFromZero	2441	0	2711
asinh	38	28	HalfToEven	2441	0	2711
asinh	38	28	HalfTowardZero	2441	0	2711
asinh	38	28	Trunc	2441	0	2711
asinh	38	28	ZeroFiveUp	2441	0	2711
asinh	38	37	AwayFromZero	2799	0	2353
asinh	38	37	Ceiling	2799	0	2353
asinh	38	37	Floor	2799	0	2353
asinh	38	37	HalfAwayFromZero	2799	0	2353
asinh	38	37	HalfToEven	2799	0	2353
asinh	38	37	HalfTowardZero	2799	0	2353
asinh	38	37	Trunc	2799	0	2353
asinh	38	37	ZeroFiveUp	2799	0	2353
asinh	38	6	AwayFromZero	481	0	4671
asinh	38	6	Ceiling	481	0	4671
asinh	38	6	Floor	481	0	4671
asinh	38	6	HalfAwayFromZero	481	0	4671
asinh	38	6	HalfToEven	481	0	4671
asinh	38	6	HalfTowardZero	481	0	4671
asinh	38	6	Trunc	481	0	4671
asinh	38	6	ZeroFiveUp	481	0	4671
asinh	38	9	AwayFromZero	747	0	4405
asinh	38	9	Ceiling	747	0	4405
asinh	38	9	Floor	747	0	4405
asinh	38	9	HalfAwayFromZero	747	0	4405
asinh	38	9	HalfToEven	747	0	4405
asinh	38	9	HalfTowardZero	747	0	4405
asinh	38	9	Trunc	747	0	4405
asinh	38	9	ZeroFiveUp	747	0	4405
asinh	462	0	AwayFromZero	1495	0	3657
asinh	462	0	Ceiling	1495	0	3657
asinh	462	0	Floor	1495	0	3657
asinh	462	0	HalfAwayFromZero	1495	0	3657
asinh	462	0	HalfToEven	1495	0	3657
asinh	462	0	HalfTowardZero	1495	0	3657
asinh	462	0	Trunc	1495	0	3657
asinh	462	0	ZeroFiveUp	1495	0	3657
asinh	462	100	AwayFromZero	4791	0	361
asinh	462	100	Ceiling	4791	0	361
asinh	462	100	Floor	4791	0	361
asinh	462	100	HalfAwayFromZero	4791	0	361
asinh	462	100	HalfToEven	4791	0	361
asinh	462	100	HalfTowardZero	4791	0	361
asinh	462	100	Trunc	4791	0	361
asinh	462	100	ZeroFiveUp	4791	0	361
asinh	462	115	AwayFromZero	4795	0	357
asinh	462	115	Ceiling	4795	0	357
asinh	462	115	Floor	4795	0	357
asinh	462	115	HalfAwayFromZero	4795	0	357
asinh	462	115	HalfToEven	4795	0	357
asinh	462	115	HalfTowardZero	4795	0	357
asinh	462	115	Trunc	4795	0	357
asinh	462	115	ZeroFiveUp	4795	0	357
asinh	462	180	AwayFromZero	4666	0	486
asinh	462	180	Ceiling	4666	0	486
asinh	462	180	Floor	4666	0	486
asinh	462	180	HalfAwayFromZero	4666	0	486
asinh	462	180	HalfToEven	4666	0	486
asinh	462	180	HalfTowardZero	4666	0	486
asinh	462	180	Trunc	4666	0	486
asinh	462	180	ZeroFiveUp	4666	0	486
asinh	462	231	AwayFromZero	4672	0	480
asinh	462	231	Ceiling	4672	0	480
asinh	462	231	Floor	4672	0	480
asinh	462	231	HalfAwayFromZero	4672	0	480
asinh	462	231	HalfToEven	4672	0	480
asinh	462	231	HalfTowardZero	4672	0	480
asinh	462	231	Trunc	4672	0	480
asinh	462	231	ZeroFiveUp	4672	0	480
asinh	462	30	AwayFromZero	4604	0	548
asinh	462	30	Ceiling	4604	0	548
asinh	462	30	Floor	4604	0	548
asinh	462	30	HalfAwayFromZero	4604	0	548
asinh	462	30	HalfToEven	4604	0	548
asinh	462	30	HalfTowardZero	4604	0	548
asinh	462	30	Trunc	4604	0	548
asinh	462	30	ZeroFiveUp	4604	0	548
asinh	462	346	AwayFromZero	4391	0	761
asinh	462	346	Ceiling	4391	0	761
asinh	462	346	Floor	4391	0	761
asinh	462	346	HalfAwayFromZero	4391	0	761
asinh	462	346	HalfToEven	4391	0	761
asinh	462	346	HalfTowardZero	4391	0	761
asinh	462	346	Trunc	4391	0	761
asinh	462	346	ZeroFiveUp	4391	0	761
asinh	462	461	AwayFromZero	2845	0	2307
asinh	462	461	Ceiling	2845	0	2307
asinh	462	461	Floor	2845	0	2307
asinh	462	461	HalfAwayFromZero	2845	0	2307
asinh	462	461	HalfToEven	2845	0	2307
asinh	462	461	HalfTowardZero	2845	0	2307
asinh	462	461	Trunc	2845	0	2307
asinh	462	461	ZeroFiveUp	2845	0	2307
asinh	57	0	AwayFromZero	630	0	4522
asinh	57	0	Ceiling	630	0	4522
asinh	57	0	Floor	630	0	4522
asinh	57	0	HalfAwayFromZero	630	0	4522
asinh	57	0	HalfToEven	630	0	4522
asinh	57	0	HalfTowardZero	630	0	4522
asinh	57	0	Trunc	630	0	4522
asinh	57	0	ZeroFiveUp	630	0	4522
asinh	57	14	AwayFromZero	1369	0	3783
asinh	57	14	Ceiling	1369	0	3783
asinh	57	14	Floor	1369	0	3783
asinh	57	14	HalfAwayFromZero	1369	0	3783
asinh	57	14	HalfToEven	1369	0	3783
asinh	57	14	HalfTowardZero	1369	0	3783
asinh	57	14	Trunc	1369	0	3783
asinh	57	14	ZeroFiveUp	1369	0	3783
asinh	57	20	AwayFromZero	1689	0	3463
asinh	57	20	Ceiling	1689	0	3463
asinh	57	20	Floor	1689	0	3463
asinh	57	20	HalfAwayFromZero	1689	0	3463
asinh	57	20	HalfToEven	1689	0	3463
asinh	57	20	HalfTowardZero	1689	0	3463
asinh	57	20	Trunc	1689	0	3463
asinh	57	20	ZeroFiveUp	1689	0	3463
asinh	57	28	AwayFromZero	2957	0	2195
asinh	57	28	Ceiling	2957	0	2195
asinh	57	28	Floor	2957	0	2195
asinh	57	28	HalfAwayFromZero	2957	0	2195
asinh	57	28	HalfToEven	2957	0	2195
asinh	57	28	HalfTowardZero	2957	0	2195
asinh	57	28	Trunc	2957	0	2195
asinh	57	28	ZeroFiveUp	2957	0	2195
asinh	57	30	AwayFromZero	3355	0	1797
asinh	57	30	Ceiling	3355	0	1797
asinh	57	30	Floor	3355	0	1797
asinh	57	30	HalfAwayFromZero	3355	0	1797
asinh	57	30	HalfToEven	3355	0	1797
asinh	57	30	HalfTowardZero	3355	0	1797
asinh	57	30	Trunc	3355	0	1797
asinh	57	30	ZeroFiveUp	3355	0	1797
asinh	57	42	AwayFromZero	3268	0	1884
asinh	57	42	Ceiling	3268	0	1884
asinh	57	42	Floor	3268	0	1884
asinh	57	42	HalfAwayFromZero	3268	0	1884
asinh	57	42	HalfToEven	3268	0	1884
asinh	57	42	HalfTowardZero	3268	0	1884
asinh	57	42	Trunc	3268	0	1884
asinh	57	42	ZeroFiveUp	3268	0	1884
asinh	57	56	AwayFromZero	2805	0	2347
asinh	57	56	Ceiling	2805	0	2347
asinh	57	56	Floor	2805	0	2347
asinh	57	56	HalfAwayFromZero	2805	0	2347
asinh	57	56	HalfToEven	2805	0	2347
asinh	57	56	HalfTowardZero	2805	0	2347
asinh	57	56	Trunc	2805	0	2347
asinh	57	56	ZeroFiveUp	2805	0	2347
asinh	616	0	AwayFromZero	1565	0	3587
asinh	616	0	Ceiling	1565	0	3587
asinh	616	0	Floor	1565	0	3587
asinh	616	0	HalfAwayFromZero	1565	0	3587
asinh	616	0	HalfToEven	1565	0	3587
asinh	616	0	HalfTowardZero	1565	0	3587
asinh	616	0	Trunc	1565	0	3587
asinh	616	0	ZeroFiveUp	1565	0	3587
asinh	616	130	AwayFromZero	4902	0	250
asinh	616	130	Ceiling	4902	0	250
asinh	616	130	Floor	4902	0	250
asinh	616	130	HalfAwayFromZero	4902	0	250
asinh	616	130	HalfToEven	4902	0	250
asinh	616	130	HalfTowardZero	4902	0	250
asinh	616	130	Trunc	4902	0	250
asinh	616	130	ZeroFiveUp	4902	0	250
asinh	616	154	AwayFromZero	4908	0	244
asinh	616	154	Ceiling	4908	0	244
asinh	616	154	Floor	4908	0	244
asinh	616	154	HalfAwayFromZero	4908	0	244
asinh	616	154	HalfToEven	4908	0	244
asinh	616	154	HalfTowardZero	4908	0	244
asinh	616	154	Trunc	4908	0	244
asinh	616	154	ZeroFiveUp	4908	0	244
asinh	616	240	AwayFromZero	4814	0	338
asinh	616	240	Ceiling	4814	0	338
asinh	616	240	Floor	4814	0	338
asinh	616	240	HalfAwayFromZero	4814	0	338
asinh	616	240	HalfToEven	4814	0	338
asinh	616	240	HalfTowardZero	4814	0	338
asinh	616	240	Trunc	4814	0	338
asinh	616	240	ZeroFiveUp	4814	0	338
asinh	616	30	AwayFromZero	4708	0	444
asinh	616	30	Ceiling	4708	0	444
asinh	616	30	Floor	4708	0	444
asinh	616	30	HalfAwayFromZero	4708	0	444
asinh	616	30	HalfToEven	4708	0	444
asinh	616	30	HalfTowardZero	4708	0	444
asinh	616	30	Trunc	4708	0	444
asinh	616	30	ZeroFiveUp	4708	0	444
asinh	616	308	AwayFromZero	4782	0	370
asinh	616	308	Ceiling	4782	0	370
asinh	616	308	Floor	4782	0	370
asinh	616	308	HalfAwayFromZero	4782	0	370
asinh	616	308	HalfToEven	4782	0	370
asinh	616	308	HalfTowardZero	4782	0	370
asinh	616	308	Trunc	4782	0	370
asinh	616	308	ZeroFiveUp	4782	0	370
asinh	616	462	AwayFromZero	4506	0	646
asinh	616	462	Ceiling	4506	0	646
asinh	616	462	Floor	4506	0	646
asinh	616	462	HalfAwayFromZero	4506	0	646
asinh	616	462	HalfToEven	4506	0	646
asinh	616	462	HalfTowardZero	4506	0	646
asinh	616	462	Trunc	4506	0	646
asinh	616	462	ZeroFiveUp	4506	0	646
asinh	616	590	AwayFromZero	3509	0	1643
asinh	616	590	Ceiling	3509	0	1643
asinh	616	590	Floor	3509	0	1643
asinh	616	590	HalfAwayFromZero	3509	0	1643
asinh	616	590	HalfToEven	3509	0	1643
asinh	616	590	HalfTowardZero	3509	0	1643
asinh	616	590	Trunc	3509	0	1643
asinh	616	590	ZeroFiveUp	3509	0	1643
asinh	616	615	AwayFromZero	2849	0	2303
asinh	616	615	Ceiling	2849	0	2303
asinh	616	615	Floor	2849	0	2303
asinh	616	615	HalfAwayFromZero	2849	0	2303
asinh	616	615	HalfToEven	2849	0	2303
asinh	616	615	HalfTowardZero	2849	0	2303
asinh	616	615	Trunc	2849	0	2303
asinh	616	615	ZeroFiveUp	2849	0	2303
asinh	76	0	AwayFromZero	761	0	4391
asinh	76	0	Ceiling	761	0	4391
asinh	76	0	Floor	761	0	4391
asinh	76	0	HalfAwayFromZero	761	0	4391
asinh	76	0	HalfToEven	761	0	4391
asinh	76	0	HalfTowardZero	761	0	4391
asinh	76	0	Trunc	761	0	4391
asinh	76	0	ZeroFiveUp	761	0	4391
asinh	76	18	AwayFromZero	1796	0	3356
asinh	76	18	Ceiling	1796	0	3356
asinh	76	18	Floor	1796	0	3356
asinh	76	18	HalfAwayFromZero	1796	0	3356
asinh	76	18	HalfToEven	1796	0	3356
asinh	76	18	HalfTowardZero	1796	0	3356
asinh	76	18	Trunc	1796	0	3356
asinh	76	18	ZeroFiveUp	1796	0	3356
asinh	76	19	AwayFromZero	1946	0	3206
asinh	76	19	Ceiling	1946	0	3206
asinh	76	19	Floor	1946	0	3206
asinh	76	19	HalfAwayFromZero	1946	0	3206
asinh	76	19	HalfToEven	1946	0	3206
asinh	76	19	HalfTowardZero	1946	0	3206
asinh	76	19	Trunc	1946	0	3206
asinh	76	19	ZeroFiveUp	1946	0	3206
asinh	76	38	AwayFromZero	3762	0	1390
asinh	76	38	Ceiling	3762	0	1390
asinh	76	38	Floor	3762	0	1390
asinh	76	38	HalfAwayFromZero	3762	0	1390
asinh	76	38	HalfToEven	3762	0	1390
asinh	76	38	HalfTowardZero	3762	0	1390
asinh	76	38	Trunc	3762	0	1390
asinh	76	38	ZeroFiveUp	3762	0	1390
asinh	76	40	AwayFromZero	3714	0	1438
asinh	76	40	Ceiling	3714	0	1438
asinh	76	40	Floor	3714	0	1438
asinh	76	40	HalfAwayFromZero	3714	0	1438
asinh	76	40	HalfToEven	3714	0	1438
asinh	76	40	HalfTowardZero	3714	0	1438
asinh	76	40	Trunc	3714	0	1438
asinh	76	40	ZeroFiveUp	3714	0	1438
asinh	76	57	AwayFromZero	3402	0	1750
asinh	76	57	Ceiling	3402	0	1750
asinh	76	57	Floor	3402	0	1750
asinh	76	57	HalfAwayFromZero	3402	0	1750
asinh	76	57	HalfToEven	3402	0	1750
asinh	76	57	HalfTowardZero	3402	0	1750
asinh	76	57	Trunc	3402	0	1750
asinh	76	57	ZeroFiveUp	3402	0	1750
asinh	76	75	AwayFromZero	2812	0	2340
asinh	76	75	Ceiling	2812	0	2340
asinh	76	75	Floor	2812	0	2340
asinh	76	75	HalfAwayFromZero	2812	0	2340
asinh	76	75	HalfToEven	2812	0	2340
asinh	76	75	HalfTowardZero	2812	0	2340
asinh	76	75	Trunc	2812	0	2340
asinh	76	75	ZeroFiveUp	2812	0	2340
asinh	924	0	AwayFromZero	1671	0	3481
asinh	924	0	Ceiling	1671	0	3481
asinh	924	0	Floor	1671	0	3481
asinh	924	0	HalfAwayFromZero	1671	0	3481
asinh	924	0	HalfToEven	1671	0	3481
asinh	924	0	HalfTowardZero	1671	0	3481
asinh	924	0	Trunc	1671	0	3481
asinh	924	0	ZeroFiveUp	1671	0	3481
asinh	924	180	AwayFromZero	5018	0	134
asinh	924	180	Ceiling	5018	0	134
asinh	924	180	Floor	5018	0	134
asinh	924	180	HalfAwayFromZero	5018	0	134
asinh	924	180	HalfToEven	5018	0	134
asinh	924	180	HalfTowardZero	5018	0	134
asinh	924	180	Trunc	5018	0	134
asinh	924	180	ZeroFiveUp	5018	0	134
asinh	924	231	AwayFromZero	5024	0	128
asinh	924	231	Ceiling	5024	0	128
asinh	924	231	Floor	5024	0	128
asinh	924	231	HalfAwayFromZero	5024	0	128
asinh	924	231	HalfToEven	5024	0	128
asinh	924	231	HalfTowardZero	5024	0	128
asinh	924	231	Trunc	5024	0	128
asinh	924	231	ZeroFiveUp	5024	0	128
asinh	924	30	AwayFromZero	4814	0	338
asinh	924	30	Ceiling	4814	0	338
asinh	924	30	Floor	4814	0	338
asinh	924	30	HalfAwayFromZero	4814	0	338
asinh	924	30	HalfToEven	4814	0	338
asinh	924	30	HalfTowardZero	4814	0	338
asinh	924	30	Trunc	4814	0	338
asinh	924	30	ZeroFiveUp	4814	0	338
asinh	924	350	AwayFromZero	4924	0	228
asinh	924	350	Ceiling	4924	0	228
asinh	924	350	Floor	4924	0	228
asinh	924	350	HalfAwayFromZero	4924	0	228
asinh	924	350	HalfToEven	4924	0	228
asinh	924	350	HalfTowardZero	4924	0	228
asinh	924	350	Trunc	4924	0	228
asinh	924	350	ZeroFiveUp	4924	0	228
asinh	924	462	AwayFromZero	4928	0	224
asinh	924	462	Ceiling	4928	0	224
asinh	924	462	Floor	4928	0	224
asinh	924	462	HalfAwayFromZero	4928	0	224
asinh	924	462	HalfToEven	4928	0	224
asinh	924	462	HalfTowardZero	4928	0	224
asinh	924	462	Trunc	4928	0	224
asinh	924	462	ZeroFiveUp	4928	0	224
asinh	924	693	AwayFromZero	4688	0	464
asinh	924	693	Ceiling	4688	0	464
asinh	924	693	Floor	4688	0	464
asinh	924	693	HalfAwayFromZero	4688	0	464
asinh	924	693	HalfToEven	4688	0	464
asinh	924	693	HalfTowardZero	4688	0	464
asinh	924	693	Trunc	4688	0	464
asinh	924	693	ZeroFiveUp	4688	0	464
asinh	924	900	AwayFromZero	3466	0	1686
asinh	924	900	Ceiling	3466	0	1686
asinh	924	900	Floor	3466	0	1686
asinh	924	900	HalfAwayFromZero	3466	0	1686
asinh	924	900	HalfToEven	3466	0	1686
asinh	924	900	HalfTowardZero	3466	0	1686
asinh	924	900	Trunc	3466	0	1686
asinh	924	900	ZeroFiveUp	3466	0	1686
asinh	924	923	AwayFromZero	2855	0	2297
asinh	924	923	Ceiling	2855	0	2297
asinh	924	923	Floor	2855	0	2297
asinh	924	923	HalfAwayFromZero	2855	0	2297
asinh	924	923	HalfToEven	2855	0	2297
asinh	924	923	HalfTowardZero	2855	0	2297
asinh	924	923	Trunc	2855	0	2297
asinh	924	923	ZeroFiveUp	2855	0	2297
atan	115	0	AwayFromZero	929	0	4097
atan	115	0	Ceiling	929	0	4097
atan	115	0	Floor	929	0	4097
atan	115	0	HalfAwayFromZero	929	0	4097
atan	115	0	HalfToEven	929	0	4097
atan	115	0	HalfTowardZero	929	0	4097
atan	115	0	Trunc	929	0	4097
atan	115	0	ZeroFiveUp	929	0	4097
atan	115	114	AwayFromZero	2759	0	2267
atan	115	114	Ceiling	2759	0	2267
atan	115	114	Floor	2759	0	2267
atan	115	114	HalfAwayFromZero	2759	0	2267
atan	115	114	HalfToEven	2759	0	2267
atan	115	114	HalfTowardZero	2759	0	2267
atan	115	114	Trunc	2759	0	2267
atan	115	114	ZeroFiveUp	2759	0	2267
atan	115	28	AwayFromZero	3488	0	1538
atan	115	28	Ceiling	3488	0	1538
atan	115	28	Floor	3488	0	1538
atan	115	28	HalfAwayFromZero	3488	0	1538
atan	115	28	HalfToEven	3488	0	1538
atan	115	28	HalfTowardZero	3488	0	1538
atan	115	28	Trunc	3488	0	1538
atan	115	28	ZeroFiveUp	3488	0	1538
atan	115	50	AwayFromZero	3945	0	1081
atan	115	50	Ceiling	3945	0	1081
atan	115	50	Floor	3945	0	1081
atan	115	50	HalfAwayFromZero	3945	0	1081
atan	115	50	HalfToEven	3945	0	1081
atan	115	50	HalfTowardZero	3945	0	1081
atan	115	50	Trunc	3945	0	1081
atan	115	50	ZeroFiveUp	3945	0	1081
atan	115	57	AwayFromZero	3945	0	1081
atan	115	57	Ceiling	3945	0	1081
atan	115	57	Floor	3945	0	1081
atan	115	57	HalfAwayFromZero	3945	0	1081
atan	115	57	HalfToEven	3945	0	1081
atan	115	57	HalfTowardZero	3945	0	1081
atan	115	57	Trunc	3945	0	1081
atan	115	57	ZeroFiveUp	3945	0	1081
atan	115	86	AwayFromZero	3509	0	1517
atan	115	86	Ceiling	3509	0	1517
atan	115	86	Floor	3509	0	1517
atan	115	86	HalfAwayFromZero	3509	0	1517
atan	115	86	HalfToEven	3509	0	1517
atan	115	86	HalfTowardZero	3509	0	1517
atan	115	86	Trunc	3509	0	1517
atan	115	86	ZeroFiveUp	3509	0	1517
atan	1232	0	AwayFromZero	1674	0	3352
atan	1232	0	Ceiling	1674	0	3352
atan	1232	0	Floor	1674	0	3352
atan	1232	0	HalfAwayFromZero	1674	0	3352
atan	1232	0	HalfToEven	1674	0	3352
atan	1232	0	HalfTowardZero	1674	0	3352
atan	1232	0	Trunc	1674	0	3352
atan	1232	0	ZeroFiveUp	1674	0	3352
atan	1232	1200	AwayFromZero	3556	0	1470
atan	1232	1200	Ceiling	3556	0	1470
atan	1232	1200	Floor	3556	0	1470
atan	1232	1200	HalfAwayFromZero	3556	0	1470
atan	1232	1200	HalfToEven	3556	0	1470
atan	1232	1200	HalfTowardZero	3556	0	1470
atan	1232	1200	Trunc	3556	0	1470
atan	1232	1200	ZeroFiveUp	3556	0	1470
atan	1232	1231	AwayFromZero	2770	0	2256
atan	1232	1231	Ceiling	2770	0	2256
atan	1232	1231	Floor	2770	0	2256
atan	1232	1231	HalfAwayFromZero	2770	0	2256
atan	1232	1231	HalfToEven	2770	0	2256
atan	1232	1231	HalfTowardZero	2770	0	2256
atan	1232	1231	Trunc	2770	0	2256
