function	width	scale	mode	passed	failed	na
ln	57	30	HalfTowardZero	5029	0	48
ln	57	30	Trunc	5029	0	48
ln	57	30	ZeroFiveUp	5029	0	48
ln	57	42	AwayFromZero	5033	0	44
ln	57	42	Ceiling	5033	0	44
ln	57	42	Floor	5033	0	44
ln	57	42	HalfAwayFromZero	5033	0	44
ln	57	42	HalfToEven	5033	0	44
ln	57	42	HalfTowardZero	5033	0	44
ln	57	42	Trunc	5033	0	44
ln	57	42	ZeroFiveUp	5033	0	44
ln	57	56	AwayFromZero	1655	0	3422
ln	57	56	Ceiling	1655	0	3422
ln	57	56	Floor	1655	0	3422
ln	57	56	HalfAwayFromZero	1655	0	3422
ln	57	56	HalfToEven	1655	0	3422
ln	57	56	HalfTowardZero	1655	0	3422
ln	57	56	Trunc	1655	0	3422
ln	57	56	ZeroFiveUp	1655	0	3422
ln	616	0	AwayFromZero	849	0	4228
ln	616	0	Ceiling	849	0	4228
ln	616	0	Floor	849	0	4228
ln	616	0	HalfAwayFromZero	849	0	4228
ln	616	0	HalfToEven	849	0	4228
ln	616	0	HalfTowardZero	849	0	4228
ln	616	0	Trunc	849	0	4228
ln	616	0	ZeroFiveUp	849	0	4228
ln	616	130	AwayFromZero	5044	0	33
ln	616	130	Ceiling	5044	0	33
ln	616	130	Floor	5044	0	33
ln	616	130	HalfAwayFromZero	5044	0	33
ln	616	130	HalfToEven	5044	0	33
ln	616	130	HalfTowardZero	5044	0	33
ln	616	130	Trunc	5044	0	33
ln	616	130	ZeroFiveUp	5044	0	33
ln	616	154	AwayFromZero	5046	0	31
ln	616	154	Ceiling	5046	0	31
ln	616	154	Floor	5046	0	31
ln	616	154	HalfAwayFromZero	5046	0	31
ln	616	154	HalfToEven	5046	0	31
ln	616	154	HalfTowardZero	5046	0	31
ln	616	154	Trunc	5046	0	31
ln	616	154	ZeroFiveUp	5046	0	31
ln	616	240	AwayFromZero	5056	0	21
ln	616	240	Ceiling	5056	0	21
ln	616	240	Floor	5056	0	21
ln	616	240	HalfAwayFromZero	5056	0	21
ln	616	240	HalfToEven	5056	0	21
ln	616	240	HalfTowardZero	5056	0	21
ln	616	240	Trunc	5056	0	21
ln	616	240	ZeroFiveUp	5056	0	21
ln	616	30	AwayFromZero	5029	0	48
ln	616	30	Ceiling	5029	0	48
ln	616	30	Floor	5029	0	48
ln	616	30	HalfAwayFromZero	5029	0	48
ln	616	30	HalfToEven	5029	0	48
ln	616	30	HalfTowardZero	5029	0	48
ln	616	30	Trunc	5029	0	48
ln	616	30	ZeroFiveUp	5029	0	48
ln	616	308	AwayFromZero	5065	0	12
ln	616	308	Ceiling	5065	0	12
ln	616	308	Floor	5065	0	12
ln	616	308	HalfAwayFromZero	5065	0	12
ln	616	308	HalfToEven	5065	0	12
ln	616	308	HalfTowardZero	5065	0	12
ln	616	308	Trunc	5065	0	12
ln	616	308	ZeroFiveUp	5065	0	12
ln	616	462	AwayFromZero	5072	0	5
ln	616	462	Ceiling	5072	0	5
ln	616	462	Floor	5072	0	5
ln	616	462	HalfAwayFromZero	5072	0	5
ln	616	462	HalfToEven	5072	0	5
ln	616	462	HalfTowardZero	5072	0	5
ln	616	462	Trunc	5072	0	5
ln	616	462	ZeroFiveUp	5072	0	5
ln	616	590	AwayFromZero	5074	0	3
ln	616	590	Ceiling	5074	0	3
ln	616	590	Floor	5074	0	3
ln	616	590	HalfAwayFromZero	5074	0	3
ln	616	590	HalfToEven	5074	0	3
ln	616	590	HalfTowardZero	5074	0	3
ln	616	590	Trunc	5074	0	3
ln	616	590	ZeroFiveUp	5074	0	3
ln	616	615	AwayFromZero	1696	0	3381
ln	616	615	Ceiling	1696	0	3381
ln	616	615	Floor	1696	0	3381
ln	616	615	HalfAwayFromZero	1696	0	3381
ln	616	615	HalfToEven	1696	0	3381
ln	616	615	HalfTowardZero	1696	0	3381
ln	616	615	Trunc	1696	0	3381
ln	616	615	ZeroFiveUp	1696	0	3381
ln	76	0	AwayFromZero	849	0	4228
ln	76	0	Ceiling	849	0	4228
ln	76	0	Floor	849	0	4228
ln	76	0	HalfAwayFromZero	849	0	4228
ln	76	0	HalfToEven	849	0	4228
ln	76	0	HalfTowardZero	849	0	4228
ln	76	0	Trunc	849	0	4228
ln	76	0	ZeroFiveUp	849	0	4228
ln	76	18	AwayFromZero	1838	0	3239
ln	76	18	Ceiling	1838	0	3239
ln	76	18	Floor	1838	0	3239
ln	76	18	HalfAwayFromZero	1838	0	3239
ln	76	18	HalfToEven	1838	0	3239
ln	76	18	HalfTowardZero	1838	0	3239
ln	76	18	Trunc	1838	0	3239
ln	76	18	ZeroFiveUp	1838	0	3239
ln	76	19	AwayFromZero	2178	0	2899
ln	76	19	Ceiling	2178	0	2899
ln	76	19	Floor	2178	0	2899
ln	76	19	HalfAwayFromZero	2178	0	2899
ln	76	19	HalfToEven	2178	0	2899
ln	76	19	HalfTowardZero	2178	0	2899
ln	76	19	Trunc	2178	0	2899
ln	76	19	ZeroFiveUp	2178	0	2899
ln	76	38	AwayFromZero	5032	0	45
ln	76	38	Ceiling	5032	0	45
ln	76	38	Floor	5032	0	45
ln	76	38	HalfAwayFromZero	5032	0	45
ln	76	38	HalfToEven	5032	0	45
ln	76	38	HalfTowardZero	5032	0	45
ln	76	38	Trunc	5032	0	45
ln	76	38	ZeroFiveUp	5032	0	45
ln	76	40	AwayFromZero	5032	0	45
ln	76	40	Ceiling	5032	0	45
ln	76	40	Floor	5032	0	45
ln	76	40	HalfAwayFromZero	5032	0	45
ln	76	40	HalfToEven	5032	0	45
ln	76	40	HalfTowardZero	5032	0	45
ln	76	40	Trunc	5032	0	45
ln	76	40	ZeroFiveUp	5032	0	45
ln	76	57	AwayFromZero	5034	0	43
ln	76	57	Ceiling	5034	0	43
ln	76	57	Floor	5034	0	43
ln	76	57	HalfAwayFromZero	5034	0	43
ln	76	57	HalfToEven	5034	0	43
ln	76	57	HalfTowardZero	5034	0	43
ln	76	57	Trunc	5034	0	43
ln	76	57	ZeroFiveUp	5034	0	43
ln	76	75	AwayFromZero	1659	0	3418
ln	76	75	Ceiling	1659	0	3418
ln	76	75	Floor	1659	0	3418
ln	76	75	HalfAwayFromZero	1659	0	3418
ln	76	75	HalfToEven	1659	0	3418
ln	76	75	HalfTowardZero	1659	0	3418
ln	76	75	Trunc	1659	0	3418
ln	76	75	ZeroFiveUp	1659	0	3418
ln	924	0	AwayFromZero	849	0	4228
ln	924	0	Ceiling	849	0	4228
ln	924	0	Floor	849	0	4228
ln	924	0	HalfAwayFromZero	849	0	4228
ln	924	0	HalfToEven	849	0	4228
ln	924	0	HalfTowardZero	849	0	4228
ln	924	0	Trunc	849	0	4228
ln	924	0	ZeroFiveUp	849	0	4228
ln	924	180	AwayFromZero	5049	0	28
ln	924	180	Ceiling	5049	0	28
ln	924	180	Floor	5049	0	28
ln	924	180	HalfAwayFromZero	5049	0	28
ln	924	180	HalfToEven	5049	0	28
ln	924	180	HalfTowardZero	5049	0	28
ln	924	180	Trunc	5049	0	28
ln	924	180	ZeroFiveUp	5049	0	28
ln	924	231	AwayFromZero	5056	0	21
ln	924	231	Ceiling	5056	0	21
ln	924	231	Floor	5056	0	21
ln	924	231	HalfAwayFromZero	5056	0	21
ln	924	231	HalfToEven	5056	0	21
ln	924	231	HalfTowardZero	5056	0	21
ln	924	231	Trunc	5056	0	21
ln	924	231	ZeroFiveUp	5056	0	21
ln	924	30	AwayFromZero	5029	0	48
ln	924	30	Ceiling	5029	0	48
ln	924	30	Floor	5029	0	48
ln	924	30	HalfAwayFromZero	5029	0	48
ln	924	30	HalfToEven	5029	0	48
ln	924	30	HalfTowardZero	5029	0	48
ln	924	30	Trunc	5029	0	48
ln	924	30	ZeroFiveUp	5029	0	48
ln	924	350	AwayFromZero	5068	0	9
ln	924	350	Ceiling	5068	0	9
ln	924	350	Floor	5068	0	9
ln	924	350	HalfAwayFromZero	5068	0	9
ln	924	350	HalfToEven	5068	0	9
ln	924	350	HalfTowardZero	5068	0	9
ln	924	350	Trunc	5068	0	9
ln	924	350	ZeroFiveUp	5068	0	9
ln	924	462	AwayFromZero	5072	0	5
ln	924	462	Ceiling	5072	0	5
ln	924	462	Floor	5072	0	5
ln	924	462	HalfAwayFromZero	5072	0	5
ln	924	462	HalfToEven	5072	0	5
ln	924	462	HalfTowardZero	5072	0	5
ln	924	462	Trunc	5072	0	5
ln	924	462	ZeroFiveUp	5072	0	5
ln	924	693	AwayFromZero	5076	0	1
ln	924	693	Ceiling	5076	0	1
ln	924	693	Floor	5076	0	1
ln	924	693	HalfAwayFromZero	5076	0	1
ln	924	693	HalfToEven	5076	0	1
ln	924	693	HalfTowardZero	5076	0	1
ln	924	693	Trunc	5076	0	1
ln	924	693	ZeroFiveUp	5076	0	1
ln	924	900	AwayFromZero	5076	0	1
ln	924	900	Ceiling	5076	0	1
ln	924	900	Floor	5076	0	1
ln	924	900	HalfAwayFromZero	5076	0	1
ln	924	900	HalfToEven	5076	0	1
ln	924	900	HalfTowardZero	5076	0	1
ln	924	900	Trunc	5076	0	1
ln	924	900	ZeroFiveUp	5076	0	1
ln	924	923	AwayFromZero	1698	0	3379
ln	924	923	Ceiling	1698	0	3379
ln	924	923	Floor	1698	0	3379
ln	924	923	HalfAwayFromZero	1698	0	3379
ln	924	923	HalfToEven	1698	0	3379
ln	924	923	HalfTowardZero	1698	0	3379
ln	924	923	Trunc	1698	0	3379
ln	924	923	ZeroFiveUp	1698	0	3379
log	115	0	AwayFromZero	329	0	1317
log	115	0	Ceiling	329	0	1317
log	115	0	Floor	329	0	1317
log	115	0	HalfAwayFromZero	329	0	1317
log	115	0	HalfToEven	329	0	1317
log	115	0	HalfTowardZero	329	0	1317
log	115	0	Trunc	329	0	1317
log	115	0	ZeroFiveUp	329	0	1317
log	115	114	AwayFromZero	547	0	1099
log	115	114	Ceiling	547	0	1099
log	115	114	Floor	547	0	1099
log	115	114	HalfAwayFromZero	547	0	1099
log	115	114	HalfToEven	547	0	1099
log	115	114	HalfTowardZero	547	0	1099
log	115	114	Trunc	547	0	1099
log	115	114	ZeroFiveUp	547	0	1099
log	115	28	AwayFromZero	1567	0	79
log	115	28	Ceiling	1567	0	79
log	115	28	Floor	1567	0	79
log	115	28	HalfAwayFromZero	1567	0	79
log	115	28	HalfToEven	1567	0	79
log	115	28	HalfTowardZero	1567	0	79
log	115	28	Trunc	1567	0	79
log	115	28	ZeroFiveUp	1567	0	79
log	115	50	AwayFromZero	1646	0	0
log	115	50	Ceiling	1646	0	0
log	115	50	Floor	1646	0	0
log	115	50	HalfAwayFromZero	1646	0	0
log	115	50	HalfToEven	1646	0	0
log	115	50	HalfTowardZero	1646	0	0
log	115	50	Trunc	1646	0	0
log	115	50	ZeroFiveUp	1646	0	0
log	115	57	AwayFromZero	1646	0	0
log	115	57	Ceiling	1646	0	0
log	115	57	Floor	1646	0	0
log	115	57	HalfAwayFromZero	1646	0	0
log	115	57	HalfToEven	1646	0	0
log	115	57	HalfTowardZero	1646	0	0
log	115	57	Trunc	1646	0	0
log	115	57	ZeroFiveUp	1646	0	0
log	115	86	AwayFromZero	1645	0	1
log	115	86	Ceiling	1645	0	1
log	115	86	Floor	1645	0	1
log	115	86	HalfAwayFromZero	1645	0	1
log	115	86	HalfToEven	1645	0	1
log	115	86	HalfTowardZero	1645	0	1
log	115	86	Trunc	1645	0	1
log	115	86	ZeroFiveUp	1645	0	1
log	1232	0	AwayFromZero	329	0	1317
log	1232	0	Ceiling	329	0	1317
log	1232	0	Floor	329	0	1317
log	1232	0	HalfAwayFromZero	329	0	1317
log	1232	0	HalfToEven	329	0	1317
log	1232	0	HalfTowardZero	329	0	1317
log	1232	0	Trunc	329	0	1317
log	1232	0	ZeroFiveUp	329	0	1317
log	1232	1200	AwayFromZero	1646	0	0
log	1232	1200	Ceiling	1646	0	0
log	1232	1200	Floor	1646	0	0
log	1232	1200	HalfAwayFromZero	1646	0	0
log	1232	1200	HalfToEven	1646	0	0
log	1232	1200	HalfTowardZero	1646	0	0
log	1232	1200	Trunc	1646	0	0
log	1232	1200	ZeroFiveUp	1646	0	0
log	1232	1231	AwayFromZero	550	0	1096
log	1232	1231	Ceiling	550	0	1096
log	1232	1231	Floor	550	0	1096
log	1232	1231	HalfAwayFromZero	550	0	1096
log	1232	1231	HalfToEven	550	0	1096
log	1232	1231	HalfTowardZero	550	0	1096
log	1232	1231	Trunc	550	0	1096
log	1232	1231	ZeroFiveUp	550	0	1096
log	1232	250	AwayFromZero	1646	0	0
log	1232	250	Ceiling	1646	0	0
log	1232	250	Floor	1646	0	0
log	1232	250	HalfAwayFromZero	1646	0	0
log	1232	250	HalfToEven	1646	0	0
log	1232	250	HalfTowardZero	1646	0	0
log	1232	250	Trunc	1646	0	0
log	1232	250	ZeroFiveUp	1646	0	0
log	1232	30	AwayFromZero	1645	0	1
log	1232	30	Ceiling	1645	0	1
log	1232	30	Floor	1645	0	1
log	1232	30	HalfAwayFromZero	1645	0	1
log	1232	30	HalfToEven	1645	0	1
log	1232	30	HalfTowardZero	1645	0	1
log	1232	30	Trunc	1645	0	1
log	1232	30	ZeroFiveUp	1645	0	1
log	1232	308	AwayFromZero	1646	0	0
log	1232	308	Ceiling	1646	0	0
log	1232	308	Floor	1646	0	0
log	1232	308	HalfAwayFromZero	1646	0	0
log	1232	308	HalfToEven	1646	0	0
log	1232	308	HalfTowardZero	1646	0	0
log	1232	308	Trunc	1646	0	0
log	1232	308	ZeroFiveUp	1646	0	0
log	1232	470	AwayFromZero	1646	0	0
log	1232	470	Ceiling	1646	0	0
log	1232	470	Floor	1646	0	0
log	1232	470	HalfAwayFromZero	1646	0	0
log	1232	470	HalfToEven	1646	0	0
log	1232	470	HalfTowardZero	1646	0	0
log	1232	470	Trunc	1646	0	0
log	1232	470	ZeroFiveUp	1646	0	0
log	1232	616	AwayFromZero	1646	0	0
log	1232	616	Ceiling	1646	0	0
log	1232	616	Floor	1646	0	0
log	1232	616	HalfAwayFromZero	1646	0	0
log	1232	616	HalfToEven	1646	0	0
log	1232	616	HalfTowardZero	1646	0	0
log	1232	616	Trunc	1646	0	0
log	1232	616	ZeroFiveUp	1646	0	0
log	1232	924	AwayFromZero	1646	0	0
log	1232	924	Ceiling	1646	0	0
log	1232	924	Floor	1646	0	0
log	1232	924	HalfAwayFromZero	1646	0	0
log	1232	924	HalfToEven	1646	0	0
log	1232	924	HalfTowardZero	1646	0	0
log	1232	924	Trunc	1646	0	0
log	1232	924	ZeroFiveUp	1646	0	0
log	153	0	AwayFromZero	329	0	1317
log	153	0	Ceiling	329	0	1317
log	153	0	Floor	329	0	1317
log	153	0	HalfAwayFromZero	329	0	1317
log	153	0	HalfToEven	329	0	1317
log	153	0	HalfTowardZero	329	0	1317
log	153	0	Trunc	329	0	1317
log	153	0	ZeroFiveUp	329	0	1317
log	153	114	AwayFromZero	1646	0	0
log	153	114	Ceiling	1646	0	0
log	153	114	Floor	1646	0	0
log	153	114	HalfAwayFromZero	1646	0	0
log	153	114	HalfToEven	1646	0	0
log	153	114	HalfTowardZero	1646	0	0
log	153	114	Trunc	1646	0	0
log	153	114	ZeroFiveUp	1646	0	0
log	153	152	AwayFromZero	551	0	1095
log	153	152	Ceiling	551	0	1095
log	153	152	Floor	551	0	1095
log	153	152	HalfAwayFromZero	551	0	1095
log	153	152	HalfToEven	551	0	1095
log	153	152	HalfTowardZero	551	0	1095
log	153	152	Trunc	551	0	1095
log	153	152	ZeroFiveUp	551	0	1095
log	153	38	AwayFromZero	1646	0	0
log	153	38	Ceiling	1646	0	0
log	153	38	Floor	1646	0	0
log	153	38	HalfAwayFromZero	1646	0	0
log	153	38	HalfToEven	1646	0	0
log	153	38	HalfTowardZero	1646	0	0
log	153	38	Trunc	1646	0	0
log	153	38	ZeroFiveUp	1646	0	0
log	153	76	AwayFromZero	1646	0	0
log	153	76	Ceiling	1646	0	0
log	153	76	Floor	1646	0	0
log	153	76	HalfAwayFromZero	1646	0	0
log	153	76	HalfToEven	1646	0	0
log	153	76	HalfTowardZero	1646	0	0
log	153	76	Trunc	1646	0	0
log	153	76	ZeroFiveUp	1646	0	0
log	18	0	AwayFromZero	317	0	1329
log	18	0	Ceiling	317	0	1329
log	18	0	Floor	317	0	1329
log	18	0	HalfAwayFromZero	317	0	1329
log	18	0	HalfToEven	317	0	1329
log	18	0	HalfTowardZero	317	0	1329
log	18	0	Trunc	317	0	1329
log	18	0	ZeroFiveUp	317	0	1329
log	18	13	AwayFromZero	702	0	944
log	18	13	Ceiling	702	0	944
log	18	13	Floor	702	0	944
log	18	13	HalfAwayFromZero	702	0	944
log	18	13	HalfToEven	702	0	944
log	18	13	HalfTowardZero	702	0	944
log	18	13	Trunc	702	0	944
log	18	13	ZeroFiveUp	702	0	944
log	18	17	AwayFromZero	96	0	1550
log	18	17	Ceiling	96	0	1550
log	18	17	Floor	96	0	1550
log	18	17	HalfAwayFromZero	96	0	1550
log	18	17	HalfToEven	96	0	1550
log	18	17	HalfTowardZero	96	0	1550
log	18	17	Trunc	96	0	1550
log	18	17	ZeroFiveUp	96	0	1550
log	18	3	AwayFromZero	317	0	1329
log	18	3	Ceiling	317	0	1329
log	18	3	Floor	317	0	1329
log	18	3	HalfAwayFromZero	317	0	1329
log	18	3	HalfToEven	317	0	1329
log	18	3	HalfTowardZero	317	0	1329
log	18	3	Trunc	317	0	1329
log	18	3	ZeroFiveUp	317	0	1329
log	18	4	AwayFromZero	417	0	1229
log	18	4	Ceiling	417	0	1229
log	18	4	Floor	417	0	1229
log	18	4	HalfAwayFromZero	417	0	1229
log	18	4	HalfToEven	417	0	1229
log	18	4	HalfTowardZero	417	0	1229
log	18	4	Trunc	417	0	1229
log	18	4	ZeroFiveUp	417	0	1229
log	18	9	AwayFromZero	582	0	1064
log	18	9	Ceiling	582	0	1064
log	18	9	Floor	582	0	1064
log	18	9	HalfAwayFromZero	582	0	1064
log	18	9	HalfToEven	582	0	1064
log	18	9	HalfTowardZero	582	0	1064
log	18	9	Trunc	582	0	1064
log	18	9	ZeroFiveUp	582	0	1064
log	230	0	AwayFromZero	329	0	1317
log	230	0	Ceiling	329	0	1317
log	230	0	Floor	329	0	1317
log	230	0	HalfAwayFromZero	329	0	1317
log	230	0	HalfToEven	329	0	1317
log	230	0	HalfTowardZero	329	0	1317
log	230	0	Trunc	329	0	1317
log	230	0	ZeroFiveUp	329	0	1317
log	230	115	AwayFromZero	1646	0	0
log	230	115	Ceiling	1646	0	0
log	230	115	Floor	1646	0	0
log	230	115	HalfAwayFromZero	1646	0	0
log	230	115	HalfToEven	1646	0	0
log	230	115	HalfTowardZero	1646	0	0
log	230	115	Trunc	1646	0	0
log	230	115	ZeroFiveUp	1646	0	0
log	230	172	AwayFromZero	1646	0	0
log	230	172	Ceiling	1646	0	0
log	230	172	Floor	1646	0	0
log	230	172	HalfAwayFromZero	1646	0	0
log	230	172	HalfToEven	1646	0	0
log	230	172	HalfTowardZero	1646	0	0
log	230	172	Trunc	1646	0	0
log	230	172	ZeroFiveUp	1646	0	0
log	230	229	AwayFromZero	551	0	1095
log	230	229	Ceiling	551	0	1095
log	230	229	Floor	551	0	1095
log	230	229	HalfAwayFromZero	551	0	1095
log	230	229	HalfToEven	551	0	1095
log	230	229	HalfTowardZero	551	0	1095
log	230	229	Trunc	551	0	1095
log	230	229	ZeroFiveUp	551	0	1095
log	230	30	AwayFromZero	1645	0	1
log	230	30	Ceiling	1645	0	1
log	230	30	Floor	1645	0	1
log	230	30	HalfAwayFromZero	1645	0	1
log	230	30	HalfToEven	1645	0	1
log	230	30	HalfTowardZero	1645	0	1
log	230	30	Trunc	1645	0	1
log	230	30	ZeroFiveUp	1645	0	1
log	230	57	AwayFromZero	1646	0	0
log	230	57	Ceiling	1646	0	0
log	230	57	Floor	1646	0	0
log	230	57	HalfAwayFromZero	1646	0	0
log	230	57	HalfToEven	1646	0	0
log	230	57	HalfTowardZero	1646	0	0
log	230	57	Trunc	1646	0	0
log	230	57	ZeroFiveUp	1646	0	0
log	307	0	AwayFromZero	329	0	1317
log	307	0	Ceiling	329	0	1317
log	307	0	Floor	329	0	1317
log	307	0	HalfAwayFromZero	329	0	1317
log	307	0	HalfToEven	329	0	1317
log	307	0	HalfTowardZero	329	0	1317
log	307	0	Trunc	329	0	1317
log	307	0	ZeroFiveUp	329	0	1317
log	307	120	AwayFromZero	1646	0	0
log	307	120	Ceiling	1646	0	0
log	307	120	Floor	1646	0	0
log	307	120	HalfAwayFromZero	1646	0	0
log	307	120	HalfToEven	1646	0	0
log	307	120	HalfTowardZero	1646	0	0
log	307	120	Trunc	1646	0	0
log	307	120	ZeroFiveUp	1646	0	0
log	307	153	AwayFromZero	1646	0	0
log	307	153	Ceiling	1646	0	0
log	307	153	Floor	1646	0	0
log	307	153	HalfAwayFromZero	1646	0	0
log	307	153	HalfToEven	1646	0	0
log	307	153	HalfTowardZero	1646	0	0
log	307	153	Trunc	1646	0	0
log	307	153	ZeroFiveUp	1646	0	0
log	307	230	AwayFromZero	1646	0	0
log	307	230	Ceiling	1646	0	0
log	307	230	Floor	1646	0	0
log	307	230	HalfAwayFromZero	1646	0	0
log	307	230	HalfToEven	1646	0	0
log	307	230	HalfTowardZero	1646	0	0
log	307	230	Trunc	1646	0	0
log	307	230	ZeroFiveUp	1646	0	0
log	307	290	AwayFromZero	1633	0	13
log	307	290	Ceiling	1633	0	13
log	307	290	Floor	1633	0	13
log	307	290	HalfAwayFromZero	1633	0	13
log	307	290	HalfToEven	1633	0	13
log	307	290	HalfTowardZero	1633	0	13
log	307	290	Trunc	1633	0	13
log	307	290	ZeroFiveUp	1633	0	13
log	307	30	AwayFromZero	1645	0	1
log	307	30	Ceiling	1645	0	1
log	307	30	Floor	1645	0	1
log	307	30	HalfAwayFromZero	1645	0	1
log	307	30	HalfToEven	1645	0	1
log	307	30	HalfTowardZero	1645	0	1
log	307	30	Trunc	1645	0	1
log	307	30	ZeroFiveUp	1645	0	1
log	307	306	AwayFromZero	552	0	1094
log	307	306	Ceiling	552	0	1094
log	307	306	Floor	552	0	1094
log	307	306	HalfAwayFromZero	552	0	1094
log	307	306	HalfToEven	552	0	1094
log	307	306	HalfTowardZero	552	0	1094
log	307	306	Trunc	552	0	1094
log	307	306	ZeroFiveUp	552	0	1094
log	307	50	AwayFromZero	1646	0	0
log	307	50	Ceiling	1646	0	0
log	307	50	Floor	1646	0	0
log	307	50	HalfAwayFromZero	1646	0	0
log	307	50	HalfToEven	1646	0	0
log	307	50	HalfTowardZero	1646	0	0
log	307	50	Trunc	1646	0	0
log	307	50	ZeroFiveUp	1646	0	0
log	307	70	AwayFromZero	1646	0	0
log	307	70	Ceiling	1646	0	0
log	307	70	Floor	1646	0	0
log	307	70	HalfAwayFromZero	1646	0	0
log	307	70	HalfToEven	1646	0	0
log	307	70	HalfTowardZero	1646	0	0
log	307	70	Trunc	1646	0	0
log	307	70	ZeroFiveUp	1646	0	0
log	307	76	AwayFromZero	1646	0	0
log	307	76	Ceiling	1646	0	0
log	307	76	Floor	1646	0	0
log	307	76	HalfAwayFromZero	1646	0	0
log	307	76	HalfToEven	1646	0	0
log	307	76	HalfTowardZero	1646	0	0
log	307	76	Trunc	1646	0	0
log	307	76	ZeroFiveUp	1646	0	0
log	38	0	AwayFromZero	329	0	1317
log	38	0	Ceiling	329	0	1317
log	38	0	Floor	329	0	1317
log	38	0	HalfAwayFromZero	329	0	1317
log	38	0	HalfToEven	329	0	1317
log	38	0	HalfTowardZero	329	0	1317
log	38	0	Trunc	329	0	1317
log	38	0	ZeroFiveUp	329	0	1317
log	38	10	AwayFromZero	611	0	1035
log	38	10	Ceiling	611	0	1035
log	38	10	Floor	611	0	1035
log	38	10	HalfAwayFromZero	611	0	1035
log	38	10	HalfToEven	611	0	1035
log	38	10	HalfTowardZero	611	0	1035
log	38	10	Trunc	611	0	1035
log	38	10	ZeroFiveUp	611	0	1035
log	38	12	AwayFromZero	610	0	1036
log	38	12	Ceiling	610	0	1036
log	38	12	Floor	610	0	1036
log	38	12	HalfAwayFromZero	610	0	1036
log	38	12	HalfToEven	610	0	1036
log	38	12	HalfTowardZero	610	0	1036
log	38	12	Trunc	610	0	1036
log	38	12	ZeroFiveUp	610	0	1036
log	38	17	AwayFromZero	858	0	788
log	38	17	Ceiling	858	0	788
log	38	17	Floor	858	0	788
log	38	17	HalfAwayFromZero	858	0	788
log	38	17	HalfToEven	858	0	788
log	38	17	HalfTowardZero	858	0	788
log	38	17	Trunc	858	0	788
log	38	17	ZeroFiveUp	858	0	788
log	38	18	AwayFromZero	857	0	789
log	38	18	Ceiling	857	0	789
log	38	18	Floor	857	0	789
log	38	18	HalfAwayFromZero	857	0	789
log	38	18	HalfToEven	857	0	789
log	38	18	HalfTowardZero	857	0	789
log	38	18	Trunc	857	0	789
log	38	18	ZeroFiveUp	857	0	789
log	38	19	AwayFromZero	944	0	702
log	38	19	Ceiling	944	0	702
log	38	19	Floor	944	0	702
log	38	19	HalfAwayFromZero	944	0	702
log	38	19	HalfToEven	944	0	702
log	38	19	HalfTowardZero	944	0	702
log	38	19	Trunc	944	0	702
log	38	19	ZeroFiveUp	944	0	702
log	38	2	AwayFromZero	331	0	1315
log	38	2	Ceiling	331	0	1315
log	38	2	Floor	331	0	1315
log	38	2	HalfAwayFromZero	331	0	1315
log	38	2	HalfToEven	331	0	1315
log	38	2	HalfTowardZero	331	0	1315
log	38	2	Trunc	331	0	1315
log	38	2	ZeroFiveUp	331	0	1315
log	38	28	AwayFromZero	1538	0	108
log	38	28	Ceiling	1538	0	108
log	38	28	Floor	1538	0	108
log	38	28	HalfAwayFromZero	1538	0	108
log	38	28	HalfToEven	1538	0	108
log	38	28	HalfTowardZero	1538	0	108
log	38	28	Trunc	1538	0	108
log	38	28	ZeroFiveUp	1538	0	108
log	38	37	AwayFromZero	547	0	1099
log	38	37	Ceiling	547	0	1099
log	38	37	Floor	547	0	1099
log	38	37	HalfAwayFromZero	547	0	1099
log	38	37	HalfToEven	547	0	1099
log	38	37	HalfTowardZero	547	0	1099
log	38	37	Trunc	547	0	1099
log	38	37	ZeroFiveUp	547	0	1099
log	38	6	AwayFromZero	435	0	1211
log	38	6	Ceiling	435	0	1211
log	38	6	Floor	435	0	1211
log	38	6	HalfAwayFromZero	435	0	1211
log	38	6	HalfToEven	435	0	1211
log	38	6	HalfTowardZero	435	0	1211
log	38	6	Trunc	435	0	1211
log	38	6	ZeroFiveUp	435	0	1211
log	38	9	AwayFromZero	612	0	1034
log	38	9	Ceiling	612	0	1034
log	38	9	Floor	612	0	1034
log	38	9	HalfAwayFromZero	612	0	1034
log	38	9	HalfToEven	612	0	1034
log	38	9	HalfTowardZero	612	0	1034
log	38	9	Trunc	612	0	1034
log	38	9	ZeroFiveUp	612	0	1034
log	462	0	AwayFromZero	329	0	1317
log	462	0	Ceiling	329	0	1317
log	462	0	Floor	329	0	1317
log	462	0	HalfAwayFromZero	329	0	1317
log	462	0	HalfToEven	329	0	1317
log	462	0	HalfTowardZero	329	0	1317
log	462	0	Trunc	329	0	1317
log	462	0	ZeroFiveUp	329	0	1317
log	462	100	AwayFromZero	1646	0	0
log	462	100	Ceiling	1646	0	0
log	462	100	Floor	1646	0	0
log	462	100	HalfAwayFromZero	1646	0	0
log	462	100	HalfToEven	1646	0	0
log	462	100	HalfTowardZero	1646	0	0
log	462	100	Trunc	1646	0	0
log	462	100	ZeroFiveUp	1646	0	0
log	462	115	AwayFromZero	1646	0	0
log	462	115	Ceiling	1646	0	0
log	462	115	Floor	1646	0	0
log	462	115	HalfAwayFromZero	1646	0	0
log	462	115	HalfToEven	1646	0	0
log	462	115	HalfTowardZero	1646	0	0
log	462	115	Trunc	1646	0	0
